,LT,abs,rel
44555,1,69.2820323028,67.3300329224
44556,1,103.923048454,86.7947771086
44557,1,125.6980509,123.288280059
44558,0,142.126704036,141.891977692
44565,0,77.4596669241,77.0281333886
44566,1,40.0,23.0940107676
44569,0,120.830459736,110.453610172
44570,0,141.067359797,139.582711441
44572,0,76.8114574787,67.4536878162
44573,1,80.0,46.1880215352
44575,0,82.4621125124,78.7400787401
44578,0,108.166538264,106.223035794
44580,0,72.1110255093,59.4418483338
44581,1,44.72135955,37.4165738677
44582,1,56.5685424949,46.1880215352
44585,1,72.1110255093,67.8232998313
44586,0,65.574385243,47.7842372894
44588,0,83.0662386292,69.8808509775
44589,0,28.2842712475,28.2842712475
44593,1,101.488915651,94.6044396421
44596,1,66.3324958071,65.8280588604
44597,0,110.453610172,98.9949493661
44600,0,121.655250606,72.1110255093
44601,0,72.1110255093,71.6472842007
44602,1,72.1110255093,71.6472842007
44604,0,56.5685424949,54.1602560309
44606,0,102.95630141,62.7162924074
44607,1,77.4596669241,77.0281333886
44609,0,109.087121146,67.4536878162
44610,1,82.4621125124,71.6472842007
44614,1,40.0,36.514837167
44617,1,71.4142842854,71.2974987874
44618,0,139.642400438,138.142438567
44620,0,82.4621125124,82.0568908339
44622,1,74.8331477355,67.3300329224
44623,0,158.745078664,148.099065943
44624,0,56.5685424949,46.1880215352
44625,0,60.0,59.4418483338
44626,0,101.980390272,96.6091783079
44628,1,110.453610172,107.703296143
44630,1,69.2820323028,61.1010092661
44631,1,72.1110255093,43.9696865276
44633,1,93.2737905309,88.7881373458
44634,1,60.0,59.4418483338
44635,1,40.0,40.0
44636,0,138.202749611,137.658998979
44638,1,118.321595662,115.758369028
44639,1,84.8528137424,84.4590630621
44640,1,80.0,73.029674334
44645,0,109.087121146,109.010702838
44647,1,100.995049384,92.3760430703
44650,1,74.8331477355,56.5685424949
44651,1,28.2842712475,23.0940107676
44662,1,77.4596669241,77.0281333886
44663,0,128.062484749,127.801930085
44664,0,71.4142842854,65.4471797202
44667,1,28.2842712475,28.2842712475
44670,1,40.0,40.0
44671,0,82.4621125124,78.7400787401
44672,0,127.671453348,112.026782512
44673,0,80.0,73.029674334
44676,0,134.907375632,122.202018532
44677,1,48.9897948557,36.514837167
44685,0,80.0,73.029674334
44691,0,143.874945699,136.686990359
44694,1,101.488915651,97.3824077199
44699,0,133.790881603,122.814222846
44704,0,72.1110255093,71.6472842007
44705,0,83.6660026534,73.029674334
44706,0,52.9150262213,52.2812904712
44707,1,118.321595662,115.758369028
44708,1,80.0,46.1880215352
44711,1,103.440804328,103.360211558
44718,0,143.178210633,141.715677797
44721,0,112.249721603,111.05554166
44722,0,87.1779788708,77.0281333886
44723,1,76.1577310586,58.3095189485
44724,0,60.0,43.9696865276
44725,1,84.2614977318,71.2974987874
44726,0,127.279220614,124.899959968
44727,1,34.6410161514,33.6650164612
44728,0,60.0,54.7722557505
44729,0,69.2820323028,67.3300329224
44731,0,77.4596669241,65.8280588604
44736,1,28.2842712475,23.0940107676
44739,1,28.2842712475,23.0940107676
44742,1,40.0,36.514837167
44743,0,120.830459736,106.458129484
44745,1,106.77078252,106.458129484
44751,0,121.24355653,119.51290028
44754,0,44.72135955,43.9696865276
44755,1,44.72135955,37.4165738677
44758,0,111.803398875,111.130553854
44759,1,69.2820323028,67.3300329224
44760,1,115.758369028,82.0568908339
44762,0,60.0,54.7722557505
44765,0,72.1110255093,71.6472842007
44766,1,66.3324958071,61.6441400297
44770,1,113.578166916,100.415802209
44771,0,34.6410161514,33.6650164612
44772,1,82.4621125124,78.7400787401
44773,0,74.8331477355,73.029674334
44777,0,139.642400438,138.142438567
44778,0,72.1110255093,67.8232998313
44780,1,81.2403840464,57.735026919
44781,1,77.4596669241,65.8280588604
44782,1,44.72135955,43.9696865276
44785,0,66.3324958071,33.6650164612
44787,0,77.4596669241,73.4846922835
44788,1,77.4596669241,77.0281333886
44789,1,28.2842712475,28.2842712475
44790,1,44.72135955,43.9696865276
44792,1,44.72135955,43.9696865276
44794,1,150.665191733,141.008273989
44795,0,127.279220614,126.227308192
44796,0,117.473401245,84.4590630621
44797,0,106.77078252,106.458129484
44798,0,69.2820323028,67.3300329224
44800,0,70.7106781187,68.7992248018
44801,0,88.8819441732,88.0340843083
44803,0,102.95630141,100.0
44805,1,34.6410161514,24.4948974278
44806,1,69.2820323028,67.3300329224
44807,1,28.2842712475,28.2842712475
44808,0,77.4596669241,65.8280588604
44810,0,86.0232526704,82.4621125124
44812,1,72.1110255093,67.8232998313
44814,0,82.4621125124,50.3322295685
44816,0,56.5685424949,46.1880215352
44819,0,131.148770486,128.840987267
44821,0,120.830459736,116.332855777
44822,0,126.095202129,125.49900398
44823,0,110.905365064,101.406771635
44824,0,98.488578018,98.4039294608
44825,0,114.01754251,102.95630141
44826,1,60.0,54.7722557505
44828,1,40.0,36.514837167
44830,0,82.4621125124,78.7400787401
44831,0,44.72135955,43.9696865276
44832,0,131.909059583,65.8280588604
44834,0,44.72135955,43.9696865276
44836,0,146.287388383,144.222051019
44837,0,130.766968306,122.814222846
44838,0,103.440804328,57.879184514
44840,1,100.498756211,100.415802209
44843,0,74.8331477355,67.3300329224
44844,0,144.568322948,69.8808509775
44846,1,60.0,18.2574185835
44847,1,66.3324958071,65.8280588604
44852,0,96.4365076099,96.3500562186
44853,1,82.4621125124,71.6472842007
44854,1,121.24355653,93.18440499
44857,0,148.996644258,118.883696668
44860,0,60.0,59.4418483338
44861,0,133.416640641,124.09673646
44863,1,56.5685424949,56.5685424949
44864,0,98.9949493661,98.6576572463
44865,1,82.4621125124,82.0568908339
44867,0,133.416640641,131.148770486
44871,0,123.288280059,46.1880215352
44872,0,66.3324958071,52.2812904712
44874,0,99.4987437107,95.3065230366
44876,0,111.355287257,103.601801786
44877,1,134.16407865,127.801930085
44879,1,48.9897948557,48.9897948557
44880,1,56.5685424949,46.1880215352
44884,0,124.09673646,110.151410946
44888,1,104.403065089,69.8808509775
44889,0,141.421356237,125.432584815
44890,0,69.2820323028,67.3300329224
44891,1,82.4621125124,82.0568908339
44893,0,143.527000944,139.761701955
44895,0,66.3324958071,65.8280588604
44896,0,88.8819441732,86.5062618157
