,LT,abs,rel
6874,1,28.2842712475,23.0940107676
6875,0,28.2842712475,23.0940107676
6877,0,44.72135955,18.2574185835
6878,1,72.1110255093,43.9696865276
6879,1,56.5685424949,46.1880215352
6881,0,69.2820323028,67.3300329224
6882,1,48.9897948557,36.514837167
6883,0,74.8331477355,67.3300329224
6884,1,82.4621125124,82.0568908339
6888,1,40.0,40.0
6889,1,82.4621125124,78.7400787401
6890,1,28.2842712475,28.2842712475
6894,1,28.2842712475,23.0940107676
6896,1,82.4621125124,78.7400787401
6897,0,69.2820323028,48.9897948557
6898,1,77.4596669241,77.0281333886
6900,1,28.2842712475,28.2842712475
6902,1,28.2842712475,23.0940107676
6904,1,60.0,54.7722557505
6905,0,56.5685424949,46.1880215352
6907,0,63.2455532034,54.1602560309
6908,1,28.2842712475,23.0940107676
6910,1,72.1110255093,59.4418483338
6911,0,69.2820323028,67.3300329224
6912,1,48.9897948557,46.1880215352
6913,0,48.9897948557,46.1880215352
6916,1,60.0,59.4418483338
6917,1,56.5685424949,46.1880215352
6918,1,60.0,54.7722557505
6919,1,44.72135955,37.4165738677
6922,1,69.2820323028,48.9897948557
6923,0,56.5685424949,28.2842712475
6924,1,28.2842712475,28.2842712475
6929,1,28.2842712475,28.2842712475
6932,0,60.0,54.7722557505
6933,1,44.72135955,43.9696865276
6935,0,74.8331477355,56.5685424949
6938,0,44.72135955,43.9696865276
6940,1,69.2820323028,67.3300329224
6943,0,63.2455532034,63.2455532034
6946,0,44.72135955,43.9696865276
6948,1,56.5685424949,46.1880215352
6949,0,69.2820323028,69.2820323028
6955,0,48.9897948557,46.1880215352
6956,1,34.6410161514,33.6650164612
6957,1,69.2820323028,67.3300329224
6958,0,52.9150262213,46.9041575982
6959,0,52.9150262213,52.2812904712
6960,0,52.9150262213,46.9041575982
6961,0,80.0,80.0
6962,1,66.3324958071,65.8280588604
6968,0,66.3324958071,61.6441400297
6969,0,82.4621125124,78.7400787401
6970,1,52.9150262213,46.9041575982
6971,0,77.4596669241,73.4846922835
6972,1,69.2820323028,48.9897948557
6975,0,60.0,54.7722557505
6980,0,69.2820323028,48.9897948557
6981,0,40.0,40.0
6983,0,52.9150262213,46.9041575982
6984,1,77.4596669241,73.4846922835
6986,0,80.0,80.0
6987,1,40.0,36.514837167
6990,1,69.2820323028,67.3300329224
6994,0,44.72135955,37.4165738677
6995,0,69.2820323028,67.3300329224
6996,1,82.4621125124,82.0568908339
6997,1,34.6410161514,33.6650164612
6998,0,34.6410161514,24.4948974278
7002,0,66.3324958071,52.2812904712
7004,0,44.72135955,37.4165738677
7005,1,34.6410161514,33.6650164612
7007,0,77.4596669241,77.0281333886
7008,1,28.2842712475,28.2842712475
7009,1,44.72135955,37.4165738677
7010,0,74.8331477355,56.5685424949
7012,1,40.0,23.0940107676
7013,0,44.72135955,43.9696865276
7017,0,82.4621125124,78.7400787401
7018,0,60.0,54.7722557505
7019,1,63.2455532034,63.2455532034
7020,1,56.5685424949,46.1880215352
7021,1,28.2842712475,28.2842712475
7022,1,60.0,59.4418483338
7023,0,28.2842712475,28.2842712475
7024,0,60.0,54.7722557505
7027,0,69.2820323028,67.3300329224
7028,1,77.4596669241,73.4846922835
7030,0,69.2820323028,67.3300329224
7031,1,28.2842712475,23.0940107676
7032,1,66.3324958071,65.8280588604
7033,1,56.5685424949,56.5685424949
7034,0,60.0,54.7722557505
7037,0,56.5685424949,54.1602560309
7039,0,52.9150262213,33.6650164612
7040,1,44.72135955,43.9696865276
7041,1,56.5685424949,46.1880215352
7042,0,56.5685424949,46.1880215352
7044,1,77.4596669241,77.0281333886
7047,0,60.0,54.7722557505
7050,0,44.72135955,43.9696865276
7051,0,28.2842712475,28.2842712475
7052,1,69.2820323028,67.3300329224
7053,1,44.72135955,43.9696865276
7054,1,48.9897948557,48.9897948557
7055,1,28.2842712475,28.2842712475
7056,1,44.72135955,37.4165738677
7058,1,69.2820323028,67.3300329224
7062,1,44.72135955,43.9696865276
7066,1,34.6410161514,33.6650164612
7067,1,44.72135955,43.9696865276
7068,0,60.0,43.9696865276
7069,0,82.4621125124,71.6472842007
7072,1,48.9897948557,46.1880215352
7079,1,28.2842712475,23.0940107676
7080,0,72.1110255093,67.8232998313
7081,0,69.2820323028,69.2820323028
7084,1,60.0,43.9696865276
7090,1,28.2842712475,23.0940107676
7093,0,56.5685424949,46.1880215352
7094,0,52.9150262213,52.2812904712
7095,1,56.5685424949,56.5685424949
7096,1,77.4596669241,77.0281333886
7097,1,48.9897948557,36.514837167
7100,1,72.1110255093,67.8232998313
7101,0,34.6410161514,24.4948974278
7102,1,77.4596669241,65.8280588604
7105,1,56.5685424949,46.1880215352
7108,0,44.72135955,43.9696865276
7109,1,60.0,54.7722557505
7110,0,66.3324958071,65.8280588604
7112,0,72.1110255093,59.4418483338
7113,0,82.4621125124,78.7400787401
7116,1,34.6410161514,33.6650164612
7117,1,63.2455532034,63.2455532034
7119,1,60.0,59.4418483338
7122,1,60.0,59.4418483338
7124,1,69.2820323028,67.3300329224
7127,1,28.2842712475,23.0940107676
7129,1,40.0,40.0
7131,1,66.3324958071,52.2812904712
7137,0,48.9897948557,46.1880215352
7140,1,44.72135955,43.9696865276
7141,1,44.72135955,37.4165738677
7144,1,28.2842712475,28.2842712475
7145,1,52.9150262213,52.2812904712
7148,0,82.4621125124,82.0568908339
7149,1,44.72135955,43.9696865276
7156,1,74.8331477355,74.8331477355
7160,1,34.6410161514,33.6650164612
7161,0,60.0,59.4418483338
7162,0,66.3324958071,65.8280588604
7163,1,56.5685424949,46.1880215352
7165,1,56.5685424949,56.5685424949
7166,0,80.0,80.0
7167,1,28.2842712475,28.2842712475
7169,1,56.5685424949,56.5685424949
7172,1,80.0,73.029674334
7174,1,48.9897948557,46.1880215352
7178,1,52.9150262213,46.9041575982
7182,1,44.72135955,37.4165738677
7187,0,56.5685424949,56.5685424949
7188,1,82.4621125124,59.4418483338
7192,1,28.2842712475,28.2842712475
7194,1,56.5685424949,46.1880215352
7195,1,77.4596669241,65.8280588604
7196,1,48.9897948557,46.1880215352
7197,1,82.4621125124,71.6472842007
7199,0,44.72135955,37.4165738677
7200,1,63.2455532034,61.1010092661
7203,1,48.9897948557,48.9897948557
7207,1,56.5685424949,56.5685424949
7209,0,66.3324958071,65.8280588604
7210,0,82.4621125124,71.6472842007
7212,1,48.9897948557,36.514837167
7213,1,69.2820323028,67.3300329224
7214,1,40.0,36.514837167
7217,1,34.6410161514,33.6650164612
7221,1,34.6410161514,33.6650164612
7222,1,56.5685424949,46.1880215352
7224,0,40.0,23.0940107676
7225,1,28.2842712475,28.2842712475
7226,1,28.2842712475,28.2842712475
7232,1,44.72135955,43.9696865276
7235,1,34.6410161514,24.4948974278
7236,1,44.72135955,43.9696865276
7240,1,48.9897948557,46.1880215352
7243,0,72.1110255093,67.8232998313
7245,0,56.5685424949,56.5685424949
8454,0,155.884572681,143.352711868
8459,1,211.187120819,123.288280059
8462,0,122.065556157,77.9957263787
8463,1,202.977831302,77.0281333886
8465,0,223.383079037,127.082650271
8466,0,158.429795178,83.3666600027
8467,1,233.023603955,119.51290028
8469,0,100.0,67.8232998313
8470,0,214.00934559,128.062484749
8471,0,164.620776332,41.8330013267
8472,0,130.0,126.820082532
8473,0,170.0,103.682206767
8474,0,140.0,50.3322295685
8476,1,226.495033058,120.346721324
8480,0,163.095064303,107.703296143
8484,0,140.712472795,92.3760430703
8485,1,101.488915651,86.5062618157
8486,1,203.469899494,95.5684745789
8489,0,192.87301522,114.600756251
8490,0,141.774468788,112.915897906
8494,0,145.258390463,103.360211558
8496,0,132.664991614,128.582010147
8497,0,224.499443206,73.029674334
8498,0,228.910462845,130.89435944
8499,0,169.115345253,96.6091783079
8500,1,113.578166916,104.323215697
8502,0,188.414436814,122.814222846
8505,0,157.48015748,98.9949493661
8506,1,174.355957742,115.470053838
8507,1,232.808934536,95.5684745789
8509,1,126.095202129,114.382399578
8510,0,99.4987437107,98.7420882907
8515,0,155.563491861,95.9166304663
8516,1,137.840487521,137.598449604
8517,0,144.568322948,141.715677797
8519,0,220.907220344,84.4590630621
8521,1,229.128784748,75.3878858527
8524,0,128.452325787,116.975780969
8529,0,116.189500386,86.5062618157
8530,0,212.837966538,141.244468918
8534,0,209.523268398,84.162541153
8536,0,148.660687473,99.7496867163
8537,0,217.485631709,148.1553239
8538,1,154.596248337,108.397416943
8539,0,192.87301522,102.632028789
8540,0,240.208242989,104.323215697
8542,0,170.587221092,142.419567944
8547,0,158.745078664,100.995049384
8549,1,129.614813968,93.4523051258
8550,1,116.189500386,98.7420882907
8551,0,204.694894905,71.2974987874
8552,0,102.95630141,85.6348838578
8553,1,120.415945788,103.682206767
8554,1,193.390796058,149.666295471
8556,0,155.241746963,100.415802209
8558,1,146.628782986,129.163978467
8561,1,266.270539114,68.9202437605
8562,0,142.478068488,119.51290028
8563,1,170.0,141.715677797
8568,0,162.480768093,123.017613915
8569,1,209.284495365,130.89435944
8571,1,264.95282599,133.915396177
8572,0,128.840987267,122.202018532
8573,0,162.480768093,115.470053838
8575,0,95.3939201417,88.0340843083
8576,0,126.491106407,124.09673646
8577,0,130.384048104,86.0232526704
8584,1,253.771550809,91.2870929175
8585,0,176.635217327,97.9795897113
8589,0,187.882942281,121.997267729
8594,1,192.613602843,137.658998979
8595,0,180.277563773,135.953423397
8603,0,182.482875909,102.388150356
8604,0,120.415945788,98.4039294608
8606,1,216.10182785,126.029097169
8608,1,133.790881603,102.713192921
8612,1,102.95630141,50.3322295685
8613,1,116.619037897,111.952370825
8617,0,118.321595662,103.601801786
8618,0,228.25424421,135.462171841
8620,0,271.47743921,57.3003781256
8622,0,128.840987267,115.470053838
8625,0,139.642400438,103.360211558
8626,1,208.086520467,133.97761007
8630,0,253.179778023,144.048602909
8632,1,109.544511501,93.4523051258
8634,1,119.163752878,67.8232998313
8636,1,191.833260933,100.664459137
8637,1,131.148770486,95.5684745789
8638,0,95.9166304663,90.1849950565
8640,0,126.885775404,115.253344131
8641,0,122.882057274,110.830200457
8642,1,204.450483003,58.3095189485
8646,1,135.646599663,123.017613915
8647,0,190.0,103.682206767
8648,1,147.986485869,88.7881373458
8650,1,93.2737905309,70.3562363974
8651,0,230.651251893,67.8232998313
8654,1,160.934769394,55.5277708299
8656,0,209.523268398,100.747208398
8657,1,172.046505341,120.830459736
8660,0,202.237484162,143.119996274
8661,1,151.986841536,95.3065230366
8663,1,212.132034356,81.2403840464
8664,1,122.882057274,79.2674796706
8667,1,201.742410018,83.3666600027
8671,1,117.473401245,97.6387901058
8673,1,151.327459504,111.728838414
8674,0,162.480768093,140.475383371
8675,1,155.884572681,62.3163969861
8676,0,163.095064303,97.6387901058
8679,1,233.880311271,106.536378763
8680,1,153.622914957,124.632793972
8684,0,148.996644258,95.5684745789
8685,0,123.288280059,98.9949493661
8686,1,179.443584449,90.1849950565
8687,1,174.642491966,100.415802209
8688,0,159.687194227,139.582711441
8690,1,153.622914957,80.8290376865
8695,1,159.687194227,122.814222846
8696,0,145.602197786,133.915396177
8702,0,155.563491861,84.4590630621
8703,0,158.745078664,118.039541398
8704,0,190.525588833,116.117756322
8705,1,142.478068488,124.432043033
8706,1,183.030052177,123.895116934
8707,1,151.657508881,99.6661092515
8708,0,88.8819441732,88.0340843083
8710,1,233.023603955,104.642247682
8711,0,261.151297144,126.227308192
8714,0,128.062484749,98.6576572463
8717,1,137.840487521,87.9393730552
8719,1,135.277492585,65.4471797202
8720,0,193.907194297,73.029674334
8721,1,120.0,36.514837167
8722,0,141.774468788,112.915897906
8724,1,143.874945699,126.029097169
8727,1,160.312195419,98.4039294608
8734,1,184.390889146,67.8232998313
8736,0,230.0,77.9957263787
8739,1,257.681974535,48.304589154
8740,0,156.843871414,122.474487139
8741,0,89.4427191,89.4427191
8742,0,194.422220952,136.137185711
8743,1,80.0,55.9761854125
8745,1,128.840987267,99.6661092515
8746,0,201.742410018,112.620306044
8747,1,154.596248337,75.8287544405
8751,0,216.564078277,100.415802209
8753,1,205.91260282,114.01754251
8755,1,113.13708499,92.3760430703
8756,0,188.148877222,155.349069303
8759,1,138.202749611,55.5277708299
8761,0,159.687194227,115.542200083
8762,0,258.650343128,112.915897906
8764,0,248.394846967,60.6904715201
8768,1,149.331845231,43.3973885543
8770,0,178.8854382,73.029674334
8774,1,135.646599663,108.320512062
8777,0,161.554944214,89.1627725006
8778,1,207.60539492,122.814222846
8779,0,251.992063367,141.950695666
8783,0,205.669638012,107.160316038
8785,1,141.067359797,76.7028899934
8786,0,273.313007374,92.4662100445
8787,1,211.896201004,69.8808509775
8788,0,115.758369028,104.880884817
8791,0,159.687194227,122.814222846
8794,0,117.046999107,87.654625282
8795,0,226.27416998,137.598449604
8796,0,178.8854382,89.0692614392
8800,0,213.307290077,108.397416943
8801,0,214.476105895,128.840987267
8802,0,189.472953215,124.432043033
8803,0,191.311264697,65.8280588604
8805,1,204.939015319,112.249721603
8813,0,173.205080757,160.41612554
8815,0,144.222051019,87.9393730552
8817,1,177.763888346,100.0
8820,0,257.487863792,65.4471797202
8821,1,156.843871414,122.474487139
8824,1,137.113092008,115.758369028
8829,0,212.132034356,124.899959968
8834,1,155.241746963,89.9073597284
8837,0,166.733320005,113.13708499
8839,1,144.913767462,136.38181697
8840,0,81.8535277187,79.2674796706
8843,1,146.628782986,86.5062618157
8845,1,96.9535971483,83.6660026534
8846,0,103.440804328,99.41495528
8848,0,191.572440607,117.827557614
8852,1,191.572440607,93.18440499
8853,0,181.383571472,100.415802209
8854,0,210.475651798,102.713192921
8859,0,152.315462117,133.416640641
8860,0,205.182845287,106.223035794
8867,0,215.870331449,106.458129484
8869,0,198.746069144,129.163978467
8872,0,169.410743461,102.713192921
8878,0,158.429795178,105.277411316
8880,1,210.713075057,95.5684745789
8883,0,203.715487875,103.360211558
8884,0,124.49899598,122.814222846
8885,1,228.910462845,141.891977692
8887,1,242.89915603,54.1602560309
8888,1,166.433169771,48.4767985742
8890,0,226.936114358,121.174804862
8892,0,124.899959968,65.8280588604
8894,0,134.536240471,103.682206767
8895,0,183.847763109,110.453610172
8898,0,186.815416923,97.7241014285
8901,0,93.2737905309,62.3163969861
8902,0,115.325625947,115.253344131
8904,1,88.3176086633,82.0568908339
8908,1,180.277563773,84.5576726264
8909,1,108.166538264,94.2514367707
8912,1,184.661853126,116.975780969
8913,0,207.123151772,109.924216319
8914,0,192.353840617,87.1779788708
8916,1,220.45407685,59.4418483338
8917,0,161.864140562,114.600756251
8920,0,170.0,77.9957263787
8922,0,211.896201004,139.821314541
8923,1,109.544511501,73.029674334
8925,0,144.568322948,93.5414346693
8929,0,236.22023622,103.601801786
8932,0,204.694894905,128.646803303
8935,1,180.554700853,77.0281333886
8936,0,237.69728648,48.4767985742
8939,0,123.288280059,74.8331477355
8940,0,200.0,87.9393730552
8942,0,176.635217327,109.239797388
8944,1,167.032930885,50.4975246918
8946,1,190.0,125.233115961
8948,0,175.214154679,112.026782512
8952,1,219.089023002,79.5822425754
8953,0,185.74175621,127.867118525
8956,0,169.410743461,128.646803303
8959,1,173.78147197,92.736184955
8960,0,128.062484749,98.6576572463
8964,1,174.642491966,100.415802209
8965,1,229.564805665,112.620306044
8968,0,207.846096908,89.0692614392
8969,1,176.068168617,65.8280588604
8970,1,142.478068488,46.3680924775
8971,1,143.527000944,104.880884817
8972,1,169.705627485,68.7992248018
8975,0,161.245154966,150.775771705
8977,0,229.564805665,112.620306044
8978,0,223.383079037,99.41495528
8983,1,141.774468788,63.9009650423
8984,0,147.648230602,110.453610172
8987,0,231.948270095,136.137185711
8988,1,275.499546279,98.7420882907
8989,0,122.474487139,97.9795897113
8990,0,172.626765016,112.842072532
8991,1,120.415945788,103.682206767
8993,0,173.205080757,113.724814062
8994,1,129.614813968,125.432584815
8996,1,160.312195419,98.4039294608
8997,0,148.660687473,131.466091953
8999,0,264.95282599,78.3156008298
9000,1,165.529453572,101.653004547
9003,0,161.864140562,114.600756251
9006,0,146.969384567,127.279220614
9007,0,163.401346384,133.728580839
9014,0,183.575597507,75.3878858527
9016,0,150.996688705,131.909059583
9020,1,108.166538264,106.223035794
9021,1,189.73665961,137.598449604
9023,1,224.944437584,110.453610172
9024,0,220.45407685,115.470053838
9026,1,163.401346384,127.60616495
9027,1,140.0,133.915396177
9028,1,217.944947177,86.5062618157
9029,0,135.277492585,124.432043033
9032,0,178.605710995,117.260393996
9035,1,154.919333848,83.2666399786
9036,1,192.613602843,119.51290028
9038,1,187.082869339,91.2870929175
9039,0,76.1577310586,39.1578004149
9041,0,202.237484162,134.474285026
9042,1,169.705627485,68.7992248018
9043,1,164.012194669,63.9009650423
9045,0,110.0,103.682206767
9048,1,182.482875909,131.466091953
9050,0,233.238075794,96.6091783079
9053,1,221.810730128,86.7947771086
9056,0,271.661554144,117.473401245
9058,0,159.373774505,111.05554166
9060,0,217.025344142,147.478812038
9061,0,143.874945699,81.7516564562
9063,0,178.044938148,106.223035794
9065,1,150.665191733,93.18440499
9067,0,102.95630141,79.5822425754
9068,1,107.238052948,103.360211558
9071,0,248.19347292,74.3863786814
9077,0,202.731349327,85.7321409974
9080,0,194.164878389,131.466091953
9081,0,163.095064303,107.703296143
9085,1,177.763888346,100.0
9086,1,180.554700853,139.761701955
9092,0,122.474487139,73.4846922835
9093,0,243.926218353,73.1436941916
9094,0,155.563491861,70.2376916857
9095,0,213.541565041,62.7162924074
9096,1,169.410743461,102.713192921
9097,0,240.62418831,105.277411316
9098,1,195.448202857,107.393357957
9102,0,144.913767462,119.721899974
9104,1,122.882057274,68.4348838922
9105,1,210.237960416,121.655250606
9106,1,178.325545001,87.9393730552
9107,0,107.238052948,105.277411316
9110,0,74.161984871,73.1436941916
9111,1,93.2737905309,76.7028899934
9112,0,158.113883008,100.0
9114,1,251.992063367,141.950695666
9116,1,165.831239518,96.6953980291
9117,1,112.694276696,106.536378763
9122,0,143.178210633,80.5191488612
9123,0,154.596248337,108.397416943
9125,1,88.3176086633,82.0568908339
9126,0,209.761769634,131.656117721
9129,1,188.679622641,107.393357957
9130,1,167.332005307,62.7162924074
9132,0,172.046505341,128.582010147
9135,0,105.356537529,101.406771635
9139,0,180.0,75.718777944
9140,1,121.24355653,85.7321409974
9142,1,141.067359797,130.703226178
9144,1,124.49899598,116.117756322
9145,1,203.715487875,127.082650271
9146,1,144.913767462,98.6576572463
9147,0,144.913767462,113.724814062
9149,0,92.736184955,89.4427191
9150,0,159.687194227,107.160316038
9153,0,122.474487139,73.4846922835
9155,0,209.523268398,145.201010097
9156,0,186.279360102,109.010702838
9157,1,229.128784748,95.6556323485
9158,1,158.113883008,130.128141973
9159,0,151.327459504,68.9202437605
9160,0,131.148770486,77.0281333886
9161,0,169.115345253,131.656117721
9165,0,250.99800796,54.7722557505
9169,0,224.944437584,110.453610172
9174,0,208.32666656,139.044357431
9175,0,197.484176581,97.9795897113
9180,0,149.666295471,113.13708499
9182,1,172.046505341,120.830459736
9186,1,84.2614977318,65.4471797202
9189,1,195.703857908,67.4536878162
9191,0,239.791576166,103.360211558
9196,1,123.693168769,89.1627725006
9201,0,149.666295471,96.6091783079
9202,0,146.287388383,126.491106407
9205,0,169.705627485,125.432584815
9206,0,122.882057274,54.313902456
9207,0,228.03508502,101.653004547
9208,0,126.885775404,75.3878858527
9209,0,196.977156036,80.8290376865
9210,0,197.737199333,105.277411316
9213,0,134.536240471,63.9009650423
9216,1,97.4679434481,75.8287544405
9218,0,172.336879396,82.965856431
9220,1,168.522995464,82.4621125124
9227,1,156.204993518,85.6348838578
9231,0,127.671453348,107.160316038
9232,0,122.882057274,110.830200457
9233,0,159.059737206,114.673449412
9234,0,251.594912508,128.387434484
9235,0,189.208879284,128.582010147
9236,0,190.262975904,62.7162924074
9237,0,177.482393493,124.432043033
9238,1,164.316767252,125.432584815
9239,1,140.712472795,69.2820323028
9240,1,271.47743921,125.233115961
9242,0,137.477270849,92.105012531
9243,1,143.527000944,86.7947771086
9245,0,186.279360102,96.6953980291
9249,0,187.616630393,76.1577310586
9251,0,214.242852856,76.7028899934
9252,1,193.390796058,46.1880215352
9253,1,192.093727123,107.470926301
9254,1,208.086520467,123.625779404
9255,0,167.032930885,132.224556469
9257,0,183.030052177,161.709616288
9261,1,240.416305603,112.842072532
9265,1,185.202591775,127.082650271
9266,0,140.712472795,120.0
9268,0,166.132477258,112.249721603
9269,1,216.564078277,59.5818764391
9272,1,234.733891886,91.0128196098
9275,1,184.390889146,67.8232998313
9276,1,195.448202857,93.8083151965
9277,1,146.628782986,74.0495329717
9278,1,224.053565024,108.627804912
9280,1,222.036033112,111.728838414
9281,1,186.815416923,63.9009650423
9282,0,122.474487139,91.2870929175
9285,1,200.997512422,127.801930085
9287,0,177.763888346,86.7947771086
9288,1,95.9166304663,86.7947771086
9290,0,254.36194684,102.713192921
9291,0,204.694894905,128.646803303
9292,0,139.642400438,103.360211558
9294,0,192.613602843,108.397416943
9295,1,214.242852856,50.4975246918
9302,0,138.202749611,83.3666600027
9305,0,158.113883008,143.990740443
9306,1,181.383571472,111.728838414
9307,1,228.25424421,93.5414346693
9308,0,246.779253585,82.1583836258
9309,0,128.452325787,49.8330546258
9311,1,166.733320005,153.405779987
9313,1,233.880311271,65.4471797202
9314,0,208.566536146,151.932002334
9317,1,171.464281995,100.664459137
9320,0,151.657508881,61.1010092661
9321,0,136.014705087,66.9576980887
9323,1,112.694276696,88.7881373458
9324,1,151.327459504,68.9202437605
9325,0,148.996644258,118.883696668
9328,0,174.068951855,110.227038425
9329,0,192.093727123,157.321327226
9331,0,201.246117975,149.499163877
9332,0,167.332005307,93.4523051258
9333,1,76.8114574787,55.5277708299
9335,1,121.24355653,85.7321409974
9337,1,169.410743461,57.879184514
9339,1,250.79872408,151.272381264
9342,0,153.622914957,102.632028789
9343,1,144.913767462,89.0692614392
9344,1,228.691932521,124.432043033
9345,0,121.655250606,96.9535971483
9346,1,281.247222209,65.4471797202
9347,1,108.166538264,75.3878858527
9348,0,220.227155455,121.449578015
9350,1,128.062484749,121.38094304
9352,0,151.986841536,95.3065230366
9353,1,121.655250606,117.189305542
9356,0,184.390889146,137.840487521
9357,0,264.196896272,75.718777944
9358,0,167.332005307,114.01754251
9359,1,220.907220344,128.582010147
9360,0,235.372045919,130.384048104
9361,1,195.959179423,78.3156008298
9362,1,217.944947177,103.360211558
9365,1,208.086520467,123.625779404
9373,1,144.568322948,137.416641399
9375,0,184.390889146,137.840487521
9376,0,146.628782986,136.686990359
9377,0,161.245154966,128.062484749
9380,0,125.6980509,125.432584815
9381,0,202.731349327,101.406771635
9382,0,185.47236991,113.13708499
9384,0,150.0,116.975780969
9385,1,140.356688476,116.975780969
9386,0,139.642400438,125.49900398
9388,0,208.32666656,41.6333199893
9389,1,210.237960416,94.5163125251
9391,0,201.742410018,62.3163969861
9392,0,202.731349327,125.49900398
9393,1,182.482875909,72.6865416245
9394,1,172.046505341,135.400640077
9395,1,92.1954445729,60.6904715201
9396,1,183.847763109,84.4590630621
9397,1,142.478068488,79.2674796706
9402,1,226.27416998,78.3156008298
9405,0,170.880074906,133.915396177
9406,1,101.488915651,94.6044396421
9413,1,229.564805665,112.620306044
9414,1,214.941852602,129.614813968
9417,1,152.315462117,78.3156008298
9418,1,122.065556157,94.2514367707
9419,0,217.485631709,116.404467268
9422,0,193.390796058,142.594997575
9423,0,98.488578018,96.3500562186
9424,0,204.205778567,145.88808496
9427,1,232.594066992,103.682206767
9428,1,189.73665961,144.913767462
9430,0,201.246117975,82.1583836258
9432,1,112.249721603,91.2870929175
9439,1,173.78147197,114.600756251
9440,1,143.527000944,131.656117721
9441,0,208.806130178,119.163752878
9442,1,160.623784042,41.6333199893
9443,0,131.148770486,113.724814062
9447,1,164.316767252,87.9393730552
9448,1,170.587221092,61.2372435696
9451,0,177.200451467,119.721899974
9453,0,200.499376558,116.332855777
9456,1,155.884572681,130.192165663
9457,1,218.860686282,105.277411316
9462,0,188.414436814,100.747208398
9467,1,181.107702763,93.4523051258
9468,1,126.491106407,108.320512062
9470,1,141.421356237,54.1602560309
9473,1,147.986485869,130.703226178
9476,0,87.7496438739,86.8907359849
9478,1,175.214154679,121.174804862
9479,0,126.095202129,105.277411316
9480,0,153.622914957,124.632793972
9482,0,161.245154966,121.38094304
9483,1,153.622914957,65.8280588604
9487,0,185.202591775,117.827557614
9491,0,164.924225025,100.664459137
9492,0,152.970585408,101.653004547
9493,0,251.197133742,127.60616495
9500,0,195.703857908,161.709616288
9502,0,233.452350599,132.978695035
9503,0,250.99800796,103.601801786
9504,1,134.16407865,70.2376916857
9505,1,172.336879396,41.028445417
9507,0,144.568322948,116.404467268
9508,0,165.831239518,123.895116934
9511,1,100.0,99.6661092515
9512,0,112.694276696,106.536378763
9515,1,210.0,63.9009650423
9518,1,203.469899494,54.7722557505
9520,0,197.737199333,91.0128196098
9521,1,172.046505341,135.400640077
9522,1,209.761769634,93.4523051258
9523,0,235.584379788,147.478812038
9525,1,189.73665961,129.35738608
9527,0,140.712472795,92.3760430703
9529,1,189.208879284,59.4418483338
9530,0,175.214154679,101.406771635
9533,0,185.47236991,70.7106781187
9534,0,211.423745119,104.642247682
9536,0,209.045449604,113.504772293
9538,1,109.544511501,73.029674334
9540,0,243.721152139,103.923048454
9541,0,170.880074906,71.6472842007
9542,1,152.643375225,85.3424474299
9544,0,94.8683298051,85.6348838578
9545,0,109.544511501,87.9393730552
9547,0,228.03508502,83.2666399786
9548,0,136.747943312,91.0128196098
9551,0,226.495033058,89.1627725006
9553,0,207.123151772,132.476412995
9555,0,142.828568571,122.474487139
9556,0,104.880884817,87.9393730552
9558,0,154.272486205,139.761701955
9563,0,155.884572681,130.192165663
9564,0,123.288280059,122.202018532
9565,1,226.715680975,114.01754251
9568,0,227.596133535,100.664459137
9569,0,165.529453572,111.355287257
9571,0,176.91806013,92.105012531
9573,0,193.907194297,73.029674334
9575,0,237.907545067,122.202018532
9576,0,143.874945699,101.406771635
9578,0,106.301458127,92.105012531
9581,0,210.475651798,86.5062618157
9582,0,107.238052948,97.3824077199
9583,1,231.732604525,101.734949747
9584,1,66.3324958071,64.2910050733
9585,0,168.819430161,101.734949747
9587,1,98.9949493661,93.4523051258
9588,0,181.934053987,130.703226178
9592,0,184.119526395,105.277411316
9595,1,147.986485869,107.160316038
9597,0,181.934053987,112.620306044
9598,0,205.426385842,99.6661092515
9599,0,159.373774505,61.6441400297
9604,0,188.679622641,136.137185711
9606,1,217.485631709,85.3424474299
9609,1,180.0,75.718777944
9610,1,144.913767462,106.77078252
9611,0,162.788205961,126.820082532
9612,0,238.537208838,80.5191488612
9613,0,134.536240471,126.820082532
9615,1,184.661853126,106.223035794
9620,0,186.010752377,48.304589154
9624,0,165.831239518,130.703226178
9626,1,164.924225025,118.883696668
9627,1,223.830292856,82.1583836258
9628,1,221.359436212,117.189305542
9630,1,170.293863659,133.16656237
9633,1,191.311264697,131.656117721
9634,0,192.353840617,87.1779788708
9636,0,206.639783198,94.6044396421
9637,0,165.227116419,106.223035794
9638,0,159.373774505,111.05554166
9639,1,157.162336455,65.4471797202
9640,0,172.046505341,120.830459736
9641,0,227.815714998,145.201010097
9643,1,160.934769394,74.0495329717
9644,0,126.885775404,62.8490254499
9647,1,126.095202129,92.4662100445
9650,0,157.48015748,146.742404687
9651,0,190.787840283,83.6660026534
9652,1,144.568322948,82.965856431
9654,0,172.916164658,67.4536878162
9658,1,131.148770486,121.655250606
9659,0,116.619037897,105.830052443
9661,1,146.628782986,141.950695666
9662,1,215.174347914,97.3824077199
9663,0,185.202591775,107.160316038
9664,0,107.703296143,78.7400787401
9665,0,122.882057274,114.382399578
9667,1,150.0,123.085336251
9669,1,209.045449604,144.51066858
9670,1,178.605710995,95.3065230366
