,1,2,3,4,5,6
216,3.33333333333,3.33333333333,3.33333333333,-16.6666666667,3.33333333333,3.33333333333
224,150.0,-30.0,-30.0,-30.0,-30.0,-30.0
226,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,58.3333333333
227,11.6666666667,11.6666666667,11.6666666667,-58.3333333333,11.6666666667,11.6666666667
229,11.6666666667,11.6666666667,-58.3333333333,11.6666666667,11.6666666667,11.6666666667
233,1.66666666667,1.66666666667,1.66666666667,1.66666666667,-8.33333333333,1.66666666667
236,-16.6666666667,-16.6666666667,83.3333333333,-16.6666666667,-16.6666666667,-16.6666666667
239,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667,83.3333333333
240,-11.6666666667,-11.6666666667,-11.6666666667,58.3333333333,-11.6666666667,-11.6666666667
244,25.0,-5.0,-5.0,-5.0,-5.0,-5.0
248,50.0,-10.0,-10.0,-10.0,-10.0,-10.0
252,-5.0,25.0,-5.0,-5.0,-5.0,-5.0
253,10.0,10.0,10.0,10.0,10.0,-50.0
255,3.33333333333,3.33333333333,3.33333333333,3.33333333333,-16.6666666667,3.33333333333
259,158.333333333,-31.6666666667,-31.6666666667,-31.6666666667,-31.6666666667,-31.6666666667
264,-16.6666666667,83.3333333333,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667
266,-10.0,-10.0,-10.0,-10.0,-10.0,50.0
268,11.6666666667,11.6666666667,11.6666666667,11.6666666667,11.6666666667,-58.3333333333
275,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667,83.3333333333,-16.6666666667
278,-25.0,125.0,-25.0,-25.0,-25.0,-25.0
280,1.66666666667,-8.33333333333,1.66666666667,1.66666666667,1.66666666667,1.66666666667
285,-5.0,-5.0,-5.0,25.0,-5.0,-5.0
290,15.0,15.0,15.0,-75.0,15.0,15.0
293,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667,83.3333333333,-16.6666666667
296,-15.0,-15.0,75.0,-15.0,-15.0,-15.0
299,-16.6666666667,83.3333333333,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667
313,58.3333333333,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667
317,15.0,15.0,15.0,15.0,15.0,-75.0
322,-21.6666666667,108.333333333,-21.6666666667,-21.6666666667,-21.6666666667,-21.6666666667
328,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,58.3333333333,-11.6666666667
335,-5.0,-5.0,-5.0,25.0,-5.0,-5.0
338,11.6666666667,11.6666666667,11.6666666667,11.6666666667,11.6666666667,-58.3333333333
340,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,58.3333333333,-11.6666666667
342,11.6666666667,11.6666666667,11.6666666667,-58.3333333333,11.6666666667,11.6666666667
344,-20.0,100.0,-20.0,-20.0,-20.0,-20.0
347,-1.66666666667,-1.66666666667,8.33333333333,-1.66666666667,-1.66666666667,-1.66666666667
348,6.66666666667,6.66666666667,-33.3333333333,6.66666666667,6.66666666667,6.66666666667
356,-5.0,-5.0,-5.0,-5.0,25.0,-5.0
358,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,8.33333333333
362,13.3333333333,13.3333333333,13.3333333333,-66.6666666667,13.3333333333,13.3333333333
364,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667,83.3333333333,-16.6666666667
369,10.0,10.0,10.0,10.0,10.0,-50.0
373,15.0,15.0,15.0,-75.0,15.0,15.0
380,-13.3333333333,-13.3333333333,-13.3333333333,-13.3333333333,66.6666666667,-13.3333333333
382,8.33333333333,8.33333333333,8.33333333333,8.33333333333,-41.6666666667,8.33333333333
388,83.3333333333,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667
389,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,58.3333333333
399,11.6666666667,11.6666666667,-58.3333333333,11.6666666667,11.6666666667,11.6666666667
400,25.0,-5.0,-5.0,-5.0,-5.0,-5.0
402,-10.0,-10.0,50.0,-10.0,-10.0,-10.0
406,11.6666666667,11.6666666667,11.6666666667,11.6666666667,11.6666666667,-58.3333333333
415,-10.0,-10.0,-10.0,-10.0,50.0,-10.0
416,133.333333333,-26.6666666667,-26.6666666667,-26.6666666667,-26.6666666667,-26.6666666667
417,25.0,-5.0,-5.0,-5.0,-5.0,-5.0
421,-3.33333333333,-3.33333333333,-3.33333333333,-3.33333333333,16.6666666667,-3.33333333333
423,1.66666666667,1.66666666667,1.66666666667,1.66666666667,-8.33333333333,1.66666666667
436,10.0,10.0,10.0,10.0,-50.0,10.0
440,66.6666666667,-13.3333333333,-13.3333333333,-13.3333333333,-13.3333333333,-13.3333333333
441,-3.33333333333,-3.33333333333,-3.33333333333,-3.33333333333,16.6666666667,-3.33333333333
442,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,8.33333333333
448,-23.3333333333,116.666666667,-23.3333333333,-23.3333333333,-23.3333333333,-23.3333333333
460,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667,83.3333333333,-16.6666666667
465,15.0,15.0,15.0,15.0,-75.0,15.0
467,-8.33333333333,-8.33333333333,41.6666666667,-8.33333333333,-8.33333333333,-8.33333333333
468,6.66666666667,6.66666666667,-33.3333333333,6.66666666667,6.66666666667,6.66666666667
471,13.3333333333,13.3333333333,13.3333333333,13.3333333333,-66.6666666667,13.3333333333
472,83.3333333333,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667
473,11.6666666667,11.6666666667,-58.3333333333,11.6666666667,11.6666666667,11.6666666667
478,15.0,15.0,15.0,15.0,15.0,-75.0
479,10.0,10.0,10.0,10.0,10.0,-50.0
480,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,8.33333333333,-1.66666666667
482,-6.66666666667,-6.66666666667,33.3333333333,-6.66666666667,-6.66666666667,-6.66666666667
486,-6.66666666667,-6.66666666667,33.3333333333,-6.66666666667,-6.66666666667,-6.66666666667
488,-5.0,-5.0,-5.0,25.0,-5.0,-5.0
491,16.6666666667,16.6666666667,16.6666666667,16.6666666667,16.6666666667,-83.3333333333
496,8.33333333333,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667
498,-13.3333333333,-13.3333333333,-13.3333333333,66.6666666667,-13.3333333333,-13.3333333333
499,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,58.3333333333,-11.6666666667
502,-13.3333333333,-13.3333333333,-13.3333333333,66.6666666667,-13.3333333333,-13.3333333333
503,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667,33.3333333333
505,-8.33333333333,-8.33333333333,-8.33333333333,41.6666666667,-8.33333333333,-8.33333333333
509,66.6666666667,-13.3333333333,-13.3333333333,-13.3333333333,-13.3333333333,-13.3333333333
515,83.3333333333,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667
516,5.0,5.0,5.0,5.0,5.0,-25.0
518,91.6666666667,-18.3333333333,-18.3333333333,-18.3333333333,-18.3333333333,-18.3333333333
520,83.3333333333,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667
524,8.33333333333,8.33333333333,-41.6666666667,8.33333333333,8.33333333333,8.33333333333
527,133.333333333,-26.6666666667,-26.6666666667,-26.6666666667,-26.6666666667,-26.6666666667
532,8.33333333333,-41.6666666667,8.33333333333,8.33333333333,8.33333333333,8.33333333333
533,5.0,5.0,5.0,5.0,-25.0,5.0
538,8.33333333333,8.33333333333,-41.6666666667,8.33333333333,8.33333333333,8.33333333333
539,8.33333333333,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667
542,-10.0,-10.0,50.0,-10.0,-10.0,-10.0
548,-5.0,-5.0,-5.0,-5.0,25.0,-5.0
549,10.0,10.0,10.0,10.0,-50.0,10.0
550,16.6666666667,-3.33333333333,-3.33333333333,-3.33333333333,-3.33333333333,-3.33333333333
552,-15.0,-15.0,75.0,-15.0,-15.0,-15.0
553,8.33333333333,8.33333333333,-41.6666666667,8.33333333333,8.33333333333,8.33333333333
561,-5.0,-5.0,25.0,-5.0,-5.0,-5.0
562,-5.0,-5.0,25.0,-5.0,-5.0,-5.0
563,158.333333333,-31.6666666667,-31.6666666667,-31.6666666667,-31.6666666667,-31.6666666667
564,-16.6666666667,-16.6666666667,-16.6666666667,83.3333333333,-16.6666666667,-16.6666666667
565,1.66666666667,1.66666666667,-8.33333333333,1.66666666667,1.66666666667,1.66666666667
566,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,8.33333333333,-1.66666666667
569,-25.0,125.0,-25.0,-25.0,-25.0,-25.0
570,-5.0,-5.0,-5.0,-5.0,-5.0,25.0
571,25.0,-5.0,-5.0,-5.0,-5.0,-5.0
575,6.66666666667,-33.3333333333,6.66666666667,6.66666666667,6.66666666667,6.66666666667
576,-1.66666666667,-1.66666666667,-1.66666666667,8.33333333333,-1.66666666667,-1.66666666667
581,10.0,10.0,-50.0,10.0,10.0,10.0
585,8.33333333333,8.33333333333,8.33333333333,-41.6666666667,8.33333333333,8.33333333333
591,3.33333333333,3.33333333333,3.33333333333,-16.6666666667,3.33333333333,3.33333333333
593,16.6666666667,16.6666666667,16.6666666667,16.6666666667,16.6666666667,-83.3333333333
595,50.0,-10.0,-10.0,-10.0,-10.0,-10.0
597,6.66666666667,6.66666666667,6.66666666667,6.66666666667,-33.3333333333,6.66666666667
600,-15.0,-15.0,-15.0,75.0,-15.0,-15.0
601,133.333333333,-26.6666666667,-26.6666666667,-26.6666666667,-26.6666666667,-26.6666666667
608,-13.3333333333,-13.3333333333,-13.3333333333,66.6666666667,-13.3333333333,-13.3333333333
611,16.6666666667,16.6666666667,16.6666666667,-83.3333333333,16.6666666667,16.6666666667
615,100.0,-20.0,-20.0,-20.0,-20.0,-20.0
616,-5.0,-5.0,25.0,-5.0,-5.0,-5.0
618,150.0,-30.0,-30.0,-30.0,-30.0,-30.0
621,10.0,10.0,10.0,10.0,-50.0,10.0
624,-11.6666666667,-11.6666666667,58.3333333333,-11.6666666667,-11.6666666667,-11.6666666667
633,-6.66666666667,-6.66666666667,33.3333333333,-6.66666666667,-6.66666666667,-6.66666666667
641,-1.66666666667,-1.66666666667,8.33333333333,-1.66666666667,-1.66666666667,-1.66666666667
644,11.6666666667,11.6666666667,11.6666666667,-58.3333333333,11.6666666667,11.6666666667
647,5.0,5.0,5.0,-25.0,5.0,5.0
664,-23.3333333333,116.666666667,-23.3333333333,-23.3333333333,-23.3333333333,-23.3333333333
670,-18.3333333333,91.6666666667,-18.3333333333,-18.3333333333,-18.3333333333,-18.3333333333
674,15.0,15.0,15.0,15.0,15.0,-75.0
675,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667,33.3333333333
680,125.0,-25.0,-25.0,-25.0,-25.0,-25.0
682,3.33333333333,3.33333333333,-16.6666666667,3.33333333333,3.33333333333,3.33333333333
687,-3.33333333333,-3.33333333333,-3.33333333333,16.6666666667,-3.33333333333,-3.33333333333
691,-8.33333333333,-8.33333333333,-8.33333333333,-8.33333333333,-8.33333333333,41.6666666667
692,5.0,5.0,5.0,-25.0,5.0,5.0
695,8.33333333333,8.33333333333,8.33333333333,8.33333333333,8.33333333333,-41.6666666667
696,1.66666666667,1.66666666667,1.66666666667,1.66666666667,1.66666666667,-8.33333333333
699,-1.66666666667,8.33333333333,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667
709,1.66666666667,1.66666666667,-8.33333333333,1.66666666667,1.66666666667,1.66666666667
713,3.33333333333,3.33333333333,-16.6666666667,3.33333333333,3.33333333333,3.33333333333
718,1.66666666667,1.66666666667,1.66666666667,1.66666666667,1.66666666667,-8.33333333333
737,6.66666666667,6.66666666667,-33.3333333333,6.66666666667,6.66666666667,6.66666666667
738,5.0,5.0,5.0,-25.0,5.0,5.0
740,-11.6666666667,-11.6666666667,58.3333333333,-11.6666666667,-11.6666666667,-11.6666666667
743,13.3333333333,13.3333333333,13.3333333333,-66.6666666667,13.3333333333,13.3333333333
747,100.0,-20.0,-20.0,-20.0,-20.0,-20.0
749,-5.0,-5.0,-5.0,-5.0,-5.0,25.0
752,100.0,-20.0,-20.0,-20.0,-20.0,-20.0
769,8.33333333333,8.33333333333,8.33333333333,8.33333333333,-41.6666666667,8.33333333333
772,33.3333333333,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667
774,-11.6666666667,-11.6666666667,-11.6666666667,58.3333333333,-11.6666666667,-11.6666666667
777,-5.0,25.0,-5.0,-5.0,-5.0,-5.0
786,-1.66666666667,8.33333333333,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667
787,6.66666666667,6.66666666667,6.66666666667,-33.3333333333,6.66666666667,6.66666666667
792,6.66666666667,6.66666666667,6.66666666667,6.66666666667,-33.3333333333,6.66666666667
794,1.66666666667,1.66666666667,1.66666666667,-8.33333333333,1.66666666667,1.66666666667
800,-11.6666666667,58.3333333333,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667
802,15.0,15.0,-75.0,15.0,15.0,15.0
805,5.0,5.0,5.0,5.0,-25.0,5.0
806,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667,83.3333333333,-16.6666666667
811,5.0,5.0,5.0,5.0,5.0,-25.0
812,-11.6666666667,-11.6666666667,58.3333333333,-11.6666666667,-11.6666666667,-11.6666666667
813,-13.3333333333,-13.3333333333,-13.3333333333,-13.3333333333,-13.3333333333,66.6666666667
815,1.66666666667,1.66666666667,1.66666666667,-8.33333333333,1.66666666667,1.66666666667
821,-6.66666666667,-6.66666666667,33.3333333333,-6.66666666667,-6.66666666667,-6.66666666667
823,16.6666666667,16.6666666667,16.6666666667,-83.3333333333,16.6666666667,16.6666666667
827,3.33333333333,-16.6666666667,3.33333333333,3.33333333333,3.33333333333,3.33333333333
837,10.0,10.0,10.0,10.0,10.0,-50.0
840,-5.0,25.0,-5.0,-5.0,-5.0,-5.0
844,-5.0,-5.0,-5.0,25.0,-5.0,-5.0
847,-8.33333333333,1.66666666667,1.66666666667,1.66666666667,1.66666666667,1.66666666667
858,125.0,-25.0,-25.0,-25.0,-25.0,-25.0
864,-16.6666666667,83.3333333333,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667
866,-16.6666666667,83.3333333333,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667
868,-8.33333333333,1.66666666667,1.66666666667,1.66666666667,1.66666666667,1.66666666667
874,13.3333333333,13.3333333333,13.3333333333,-66.6666666667,13.3333333333,13.3333333333
875,41.6666666667,-8.33333333333,-8.33333333333,-8.33333333333,-8.33333333333,-8.33333333333
876,8.33333333333,8.33333333333,-41.6666666667,8.33333333333,8.33333333333,8.33333333333
879,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,8.33333333333,-1.66666666667
887,6.66666666667,-33.3333333333,6.66666666667,6.66666666667,6.66666666667,6.66666666667
891,-5.0,-5.0,25.0,-5.0,-5.0,-5.0
894,116.666666667,-23.3333333333,-23.3333333333,-23.3333333333,-23.3333333333,-23.3333333333
898,-21.6666666667,108.333333333,-21.6666666667,-21.6666666667,-21.6666666667,-21.6666666667
900,-8.33333333333,1.66666666667,1.66666666667,1.66666666667,1.66666666667,1.66666666667
903,11.6666666667,11.6666666667,11.6666666667,-58.3333333333,11.6666666667,11.6666666667
907,-15.0,-15.0,75.0,-15.0,-15.0,-15.0
909,-10.0,-10.0,-10.0,-10.0,-10.0,50.0
912,8.33333333333,-41.6666666667,8.33333333333,8.33333333333,8.33333333333,8.33333333333
915,3.33333333333,3.33333333333,3.33333333333,-16.6666666667,3.33333333333,3.33333333333
916,10.0,10.0,10.0,10.0,10.0,-50.0
917,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,8.33333333333,-1.66666666667
921,15.0,15.0,15.0,15.0,-75.0,15.0
925,33.3333333333,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667
931,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,58.3333333333,-11.6666666667
932,108.333333333,-21.6666666667,-21.6666666667,-21.6666666667,-21.6666666667,-21.6666666667
935,-16.6666666667,-16.6666666667,-16.6666666667,83.3333333333,-16.6666666667,-16.6666666667
937,133.333333333,-26.6666666667,-26.6666666667,-26.6666666667,-26.6666666667,-26.6666666667
943,8.33333333333,8.33333333333,8.33333333333,8.33333333333,-41.6666666667,8.33333333333
946,8.33333333333,8.33333333333,8.33333333333,8.33333333333,-41.6666666667,8.33333333333
949,5.0,5.0,5.0,5.0,-25.0,5.0
950,-16.6666666667,-16.6666666667,83.3333333333,-16.6666666667,-16.6666666667,-16.6666666667
953,10.0,10.0,10.0,10.0,-50.0,10.0
956,75.0,-15.0,-15.0,-15.0,-15.0,-15.0
957,3.33333333333,3.33333333333,3.33333333333,-16.6666666667,3.33333333333,3.33333333333
963,-18.3333333333,91.6666666667,-18.3333333333,-18.3333333333,-18.3333333333,-18.3333333333
974,-15.0,-15.0,-15.0,75.0,-15.0,-15.0
978,100.0,-20.0,-20.0,-20.0,-20.0,-20.0
979,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,58.3333333333,-11.6666666667
982,-13.3333333333,66.6666666667,-13.3333333333,-13.3333333333,-13.3333333333,-13.3333333333
986,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,8.33333333333,-1.66666666667
987,-10.0,-10.0,-10.0,-10.0,-10.0,50.0
992,-10.0,-10.0,-10.0,-10.0,50.0,-10.0
996,-10.0,-10.0,-10.0,50.0,-10.0,-10.0
1003,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,8.33333333333
1012,-5.0,-5.0,-5.0,-5.0,-5.0,25.0
1013,8.33333333333,8.33333333333,8.33333333333,8.33333333333,-41.6666666667,8.33333333333
1016,-5.0,-5.0,-5.0,-5.0,25.0,-5.0
1021,5.0,-25.0,5.0,5.0,5.0,5.0
1022,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,58.3333333333
1024,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667,33.3333333333
1028,-3.33333333333,16.6666666667,-3.33333333333,-3.33333333333,-3.33333333333,-3.33333333333
1030,-8.33333333333,1.66666666667,1.66666666667,1.66666666667,1.66666666667,1.66666666667
1032,-13.3333333333,66.6666666667,-13.3333333333,-13.3333333333,-13.3333333333,-13.3333333333
1034,1.66666666667,-8.33333333333,1.66666666667,1.66666666667,1.66666666667,1.66666666667
1036,8.33333333333,8.33333333333,8.33333333333,8.33333333333,-41.6666666667,8.33333333333
1039,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,8.33333333333,-1.66666666667
1043,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,-1.66666666667,8.33333333333
1044,16.6666666667,16.6666666667,16.6666666667,16.6666666667,-83.3333333333,16.6666666667
1050,-15.0,75.0,-15.0,-15.0,-15.0,-15.0
1051,1.66666666667,-8.33333333333,1.66666666667,1.66666666667,1.66666666667,1.66666666667
1053,-10.0,-10.0,-10.0,50.0,-10.0,-10.0
1056,15.0,15.0,15.0,15.0,15.0,-75.0
1058,158.333333333,-31.6666666667,-31.6666666667,-31.6666666667,-31.6666666667,-31.6666666667
1061,16.6666666667,16.6666666667,16.6666666667,16.6666666667,-83.3333333333,16.6666666667
1062,1.66666666667,1.66666666667,-8.33333333333,1.66666666667,1.66666666667,1.66666666667
1064,133.333333333,-26.6666666667,-26.6666666667,-26.6666666667,-26.6666666667,-26.6666666667
1067,-3.33333333333,-3.33333333333,-3.33333333333,-3.33333333333,16.6666666667,-3.33333333333
1069,1.66666666667,1.66666666667,1.66666666667,1.66666666667,-8.33333333333,1.66666666667
1079,-15.0,-15.0,75.0,-15.0,-15.0,-15.0
1080,33.3333333333,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667
1084,1.66666666667,1.66666666667,1.66666666667,1.66666666667,1.66666666667,-8.33333333333
1086,11.6666666667,11.6666666667,11.6666666667,11.6666666667,-58.3333333333,11.6666666667
1088,1.66666666667,1.66666666667,1.66666666667,1.66666666667,1.66666666667,-8.33333333333
1092,-13.3333333333,-13.3333333333,-13.3333333333,-13.3333333333,66.6666666667,-13.3333333333
1094,133.333333333,-26.6666666667,-26.6666666667,-26.6666666667,-26.6666666667,-26.6666666667
1096,3.33333333333,3.33333333333,3.33333333333,-16.6666666667,3.33333333333,3.33333333333
1098,15.0,15.0,15.0,15.0,15.0,-75.0
1107,10.0,10.0,10.0,10.0,10.0,-50.0
1112,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,58.3333333333,-11.6666666667
1117,-11.6666666667,58.3333333333,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667
1118,-8.33333333333,1.66666666667,1.66666666667,1.66666666667,1.66666666667,1.66666666667
1119,8.33333333333,8.33333333333,8.33333333333,-41.6666666667,8.33333333333,8.33333333333
1121,8.33333333333,8.33333333333,-41.6666666667,8.33333333333,8.33333333333,8.33333333333
1122,-5.0,-5.0,-5.0,-5.0,-5.0,25.0
1127,-16.6666666667,-16.6666666667,-16.6666666667,83.3333333333,-16.6666666667,-16.6666666667
1130,-13.3333333333,66.6666666667,-13.3333333333,-13.3333333333,-13.3333333333,-13.3333333333
1139,-13.3333333333,-13.3333333333,-13.3333333333,66.6666666667,-13.3333333333,-13.3333333333
1140,1.66666666667,1.66666666667,1.66666666667,1.66666666667,-8.33333333333,1.66666666667
1144,-15.0,75.0,-15.0,-15.0,-15.0,-15.0
1145,-10.0,-10.0,-10.0,50.0,-10.0,-10.0
1147,10.0,10.0,10.0,10.0,-50.0,10.0
1150,-15.0,-15.0,-15.0,-15.0,75.0,-15.0
1158,91.6666666667,-18.3333333333,-18.3333333333,-18.3333333333,-18.3333333333,-18.3333333333
1159,-11.6666666667,-11.6666666667,-11.6666666667,-11.6666666667,58.3333333333,-11.6666666667
1161,13.3333333333,13.3333333333,13.3333333333,-66.6666666667,13.3333333333,13.3333333333
1163,-6.66666666667,-6.66666666667,-6.66666666667,33.3333333333,-6.66666666667,-6.66666666667
1164,-1.66666666667,-1.66666666667,8.33333333333,-1.66666666667,-1.66666666667,-1.66666666667
