,1,2,3,4,5,6
5714,20.0,-60.0,-10.0,-20.0,30.0,40.0
5716,28.3333333333,88.3333333333,-61.6666666667,38.3333333333,-41.6666666667,-51.6666666667
5717,6.66666666667,-13.3333333333,-73.3333333333,6.66666666667,56.6666666667,16.6666666667
5719,5.0,-55.0,5.0,45.0,-65.0,65.0
5721,83.3333333333,-16.6666666667,63.3333333333,-36.6666666667,-56.6666666667,-36.6666666667
5722,-23.3333333333,36.6666666667,36.6666666667,-43.3333333333,46.6666666667,-53.3333333333
5723,60.0,-20.0,-20.0,-30.0,0.0,10.0
5724,3.33333333333,33.3333333333,-26.6666666667,73.3333333333,-6.66666666667,-76.6666666667
5725,-33.3333333333,6.66666666667,-83.3333333333,26.6666666667,46.6666666667,36.6666666667
5726,48.3333333333,78.3333333333,-21.6666666667,-51.6666666667,-51.6666666667,-1.66666666667
5727,-26.6666666667,53.3333333333,-66.6666666667,-56.6666666667,43.3333333333,53.3333333333
5733,15.0,-35.0,-45.0,45.0,35.0,-15.0
5736,21.6666666667,-58.3333333333,-78.3333333333,1.66666666667,71.6666666667,41.6666666667
5738,13.3333333333,23.3333333333,-36.6666666667,3.33333333333,-36.6666666667,33.3333333333
5739,33.3333333333,13.3333333333,33.3333333333,-26.6666666667,-46.6666666667,-6.66666666667
5746,66.6666666667,-33.3333333333,-3.33333333333,6.66666666667,-3.33333333333,-33.3333333333
5747,25.0,-15.0,-25.0,-45.0,25.0,35.0
5749,11.6666666667,21.6666666667,31.6666666667,-8.33333333333,31.6666666667,-88.3333333333
5752,30.0,-50.0,80.0,-60.0,20.0,-20.0
5753,21.6666666667,-38.3333333333,81.6666666667,-48.3333333333,-8.33333333333,-8.33333333333
5754,58.3333333333,-51.6666666667,8.33333333333,-11.6666666667,-51.6666666667,48.3333333333
5756,15.0,5.0,-65.0,45.0,-15.0,15.0
5760,46.6666666667,-53.3333333333,56.6666666667,26.6666666667,-63.3333333333,-13.3333333333
5762,46.6666666667,6.66666666667,-3.33333333333,-3.33333333333,-43.3333333333,-3.33333333333
5763,5.0,35.0,65.0,65.0,-85.0,-85.0
5764,40.0,40.0,30.0,-90.0,20.0,-40.0
5765,51.6666666667,-8.33333333333,-8.33333333333,-38.3333333333,1.66666666667,1.66666666667
5770,-11.6666666667,38.3333333333,-31.6666666667,28.3333333333,38.3333333333,-61.6666666667
5771,1.66666666667,21.6666666667,-8.33333333333,-98.3333333333,41.6666666667,41.6666666667
5772,71.6666666667,-18.3333333333,-58.3333333333,-58.3333333333,51.6666666667,11.6666666667
5776,40.0,20.0,0.0,0.0,-60.0,0.0
5777,51.6666666667,41.6666666667,-58.3333333333,-58.3333333333,41.6666666667,-18.3333333333
5778,45.0,65.0,-85.0,-45.0,-25.0,45.0
5780,6.66666666667,-63.3333333333,56.6666666667,-3.33333333333,26.6666666667,-23.3333333333
5781,6.66666666667,26.6666666667,46.6666666667,16.6666666667,-63.3333333333,-33.3333333333
5783,38.3333333333,-51.6666666667,-1.66666666667,-21.6666666667,8.33333333333,28.3333333333
5784,16.6666666667,66.6666666667,-43.3333333333,-23.3333333333,-3.33333333333,-13.3333333333
5787,65.0,65.0,-55.0,-75.0,5.0,-5.0
5788,35.0,45.0,-15.0,-75.0,15.0,-5.0
5792,15.0,-45.0,35.0,-5.0,-45.0,45.0
5793,-20.0,-30.0,50.0,60.0,-70.0,10.0
5800,18.3333333333,18.3333333333,68.3333333333,-11.6666666667,-11.6666666667,-81.6666666667
5801,31.6666666667,41.6666666667,-38.3333333333,41.6666666667,11.6666666667,-88.3333333333
5805,35.0,55.0,25.0,-95.0,-35.0,15.0
5808,45.0,5.0,-45.0,-85.0,35.0,45.0
5810,65.0,-15.0,25.0,-65.0,-5.0,-5.0
5815,11.6666666667,31.6666666667,51.6666666667,-28.3333333333,-18.3333333333,-48.3333333333
5816,20.0,10.0,0.0,10.0,20.0,-60.0
5819,53.3333333333,-36.6666666667,-56.6666666667,63.3333333333,3.33333333333,-26.6666666667
5820,10.0,-20.0,-30.0,-20.0,40.0,20.0
5822,26.6666666667,66.6666666667,-83.3333333333,36.6666666667,36.6666666667,-83.3333333333
5823,83.3333333333,43.3333333333,3.33333333333,-36.6666666667,-46.6666666667,-46.6666666667
5825,61.6666666667,31.6666666667,-28.3333333333,-48.3333333333,31.6666666667,-48.3333333333
5827,10.0,70.0,50.0,-50.0,-50.0,-30.0
5828,60.0,10.0,10.0,30.0,-50.0,-60.0
5831,16.6666666667,-3.33333333333,16.6666666667,-23.3333333333,-3.33333333333,-3.33333333333
5832,30.0,10.0,10.0,-30.0,-30.0,10.0
5834,0.0,40.0,40.0,0.0,-40.0,-40.0
5838,6.66666666667,6.66666666667,6.66666666667,-13.3333333333,-13.3333333333,6.66666666667
5843,26.6666666667,-13.3333333333,-13.3333333333,-33.3333333333,46.6666666667,-13.3333333333
5845,-16.6666666667,23.3333333333,-16.6666666667,3.33333333333,-16.6666666667,23.3333333333
5847,36.6666666667,-3.33333333333,-43.3333333333,-23.3333333333,-3.33333333333,36.6666666667
5852,23.3333333333,3.33333333333,-36.6666666667,3.33333333333,3.33333333333,3.33333333333
5854,43.3333333333,-16.6666666667,-36.6666666667,-36.6666666667,3.33333333333,43.3333333333
5855,36.6666666667,-43.3333333333,36.6666666667,16.6666666667,-3.33333333333,-43.3333333333
5856,13.3333333333,13.3333333333,-26.6666666667,-26.6666666667,13.3333333333,13.3333333333
5862,3.33333333333,3.33333333333,23.3333333333,3.33333333333,-16.6666666667,-16.6666666667
5863,6.66666666667,-13.3333333333,6.66666666667,26.6666666667,6.66666666667,-33.3333333333
5866,6.66666666667,6.66666666667,6.66666666667,-13.3333333333,6.66666666667,-13.3333333333
5868,50.0,-30.0,10.0,-30.0,10.0,-10.0
5870,10.0,-10.0,-10.0,10.0,10.0,-10.0
5872,10.0,-30.0,10.0,-50.0,30.0,30.0
5873,3.33333333333,3.33333333333,-36.6666666667,3.33333333333,3.33333333333,23.3333333333
5874,23.3333333333,23.3333333333,-16.6666666667,-16.6666666667,-36.6666666667,23.3333333333
5875,26.6666666667,-13.3333333333,-33.3333333333,-13.3333333333,26.6666666667,6.66666666667
5876,10.0,10.0,10.0,10.0,10.0,-50.0
5878,13.3333333333,13.3333333333,-26.6666666667,13.3333333333,-6.66666666667,-6.66666666667
5879,-6.66666666667,33.3333333333,-46.6666666667,13.3333333333,33.3333333333,-26.6666666667
5881,20.0,0.0,20.0,0.0,-40.0,0.0
5882,36.6666666667,-3.33333333333,-3.33333333333,-3.33333333333,-23.3333333333,-3.33333333333
5884,30.0,30.0,-50.0,-30.0,10.0,10.0
5885,6.66666666667,26.6666666667,6.66666666667,6.66666666667,6.66666666667,-53.3333333333
5886,30.0,10.0,30.0,-50.0,-30.0,10.0
5890,13.3333333333,-6.66666666667,-26.6666666667,13.3333333333,-6.66666666667,13.3333333333
5899,-6.66666666667,-46.6666666667,-6.66666666667,-6.66666666667,33.3333333333,33.3333333333
5900,10.0,10.0,10.0,-10.0,10.0,-30.0
5901,23.3333333333,3.33333333333,-36.6666666667,23.3333333333,-16.6666666667,3.33333333333
5908,23.3333333333,3.33333333333,3.33333333333,-36.6666666667,3.33333333333,3.33333333333
5913,0.0,0.0,0.0,-20.0,20.0,0.0
5914,43.3333333333,-16.6666666667,3.33333333333,-16.6666666667,-16.6666666667,3.33333333333
5918,3.33333333333,-36.6666666667,23.3333333333,23.3333333333,23.3333333333,-36.6666666667
5919,0.0,-20.0,20.0,0.0,20.0,-20.0
5920,-6.66666666667,13.3333333333,-6.66666666667,13.3333333333,-6.66666666667,-6.66666666667
5922,16.6666666667,-43.3333333333,-23.3333333333,36.6666666667,36.6666666667,-23.3333333333
5925,33.3333333333,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667,-6.66666666667
5926,16.6666666667,-23.3333333333,36.6666666667,16.6666666667,-23.3333333333,-23.3333333333
5929,46.6666666667,6.66666666667,-33.3333333333,6.66666666667,-33.3333333333,6.66666666667
5931,3.33333333333,-16.6666666667,43.3333333333,-36.6666666667,3.33333333333,3.33333333333
5933,3.33333333333,23.3333333333,-16.6666666667,23.3333333333,-56.6666666667,23.3333333333
5934,3.33333333333,-16.6666666667,-16.6666666667,3.33333333333,23.3333333333,3.33333333333
5936,-3.33333333333,-3.33333333333,-23.3333333333,36.6666666667,-3.33333333333,-3.33333333333
5938,36.6666666667,36.6666666667,-43.3333333333,-43.3333333333,16.6666666667,-3.33333333333
5941,20.0,-20.0,0.0,40.0,-40.0,0.0
5944,50.0,10.0,10.0,-30.0,-30.0,-10.0
5946,6.66666666667,6.66666666667,-33.3333333333,-33.3333333333,26.6666666667,26.6666666667
5947,6.66666666667,-13.3333333333,-13.3333333333,6.66666666667,6.66666666667,6.66666666667
5950,13.3333333333,-26.6666666667,13.3333333333,-26.6666666667,13.3333333333,13.3333333333
5952,53.3333333333,-6.66666666667,-6.66666666667,-26.6666666667,13.3333333333,-26.6666666667
5953,0.0,20.0,0.0,0.0,-20.0,0.0
5954,-6.66666666667,-6.66666666667,13.3333333333,13.3333333333,-6.66666666667,-6.66666666667
5956,13.3333333333,13.3333333333,13.3333333333,-26.6666666667,-6.66666666667,-6.66666666667
5959,6.66666666667,6.66666666667,-13.3333333333,26.6666666667,-33.3333333333,6.66666666667
5960,0.0,0.0,0.0,-20.0,0.0,20.0
5963,10.0,-30.0,10.0,10.0,10.0,-10.0
5964,6.66666666667,-13.3333333333,6.66666666667,-13.3333333333,6.66666666667,6.66666666667
5966,30.0,-10.0,-10.0,-10.0,10.0,-10.0
5968,16.6666666667,-23.3333333333,-43.3333333333,-23.3333333333,36.6666666667,36.6666666667
5969,50.0,30.0,-10.0,-30.0,-10.0,-30.0
5975,26.6666666667,-13.3333333333,-13.3333333333,-13.3333333333,-33.3333333333,46.6666666667
5978,-23.3333333333,16.6666666667,16.6666666667,16.6666666667,-23.3333333333,-3.33333333333
5979,6.66666666667,26.6666666667,6.66666666667,-13.3333333333,-13.3333333333,-13.3333333333
5980,16.6666666667,16.6666666667,-3.33333333333,-23.3333333333,-3.33333333333,-3.33333333333
5982,-3.33333333333,16.6666666667,-43.3333333333,-23.3333333333,36.6666666667,16.6666666667
5983,6.66666666667,6.66666666667,6.66666666667,-33.3333333333,6.66666666667,6.66666666667
5984,3.33333333333,3.33333333333,3.33333333333,-36.6666666667,3.33333333333,23.3333333333
5987,-6.66666666667,-6.66666666667,13.3333333333,-6.66666666667,13.3333333333,-6.66666666667
5991,0.0,0.0,40.0,0.0,-40.0,0.0
5992,-6.66666666667,-46.6666666667,33.3333333333,33.3333333333,-26.6666666667,13.3333333333
5994,20.0,0.0,-20.0,0.0,-20.0,20.0
5996,20.0,0.0,0.0,0.0,-20.0,0.0
5998,-30.0,10.0,-10.0,10.0,10.0,10.0
5999,13.3333333333,-26.6666666667,-26.6666666667,13.3333333333,13.3333333333,13.3333333333
6000,3.33333333333,23.3333333333,3.33333333333,-16.6666666667,3.33333333333,-16.6666666667
6001,0.0,0.0,-20.0,0.0,20.0,0.0
6005,40.0,0.0,-40.0,40.0,-40.0,0.0
6007,0.0,0.0,0.0,20.0,-20.0,0.0
6008,40.0,-20.0,0.0,0.0,20.0,-40.0
6010,-3.33333333333,-3.33333333333,36.6666666667,-23.3333333333,-3.33333333333,-3.33333333333
6012,-6.66666666667,-6.66666666667,13.3333333333,-6.66666666667,-6.66666666667,13.3333333333
6013,36.6666666667,-3.33333333333,-23.3333333333,-3.33333333333,-3.33333333333,-3.33333333333
6014,43.3333333333,-16.6666666667,23.3333333333,-36.6666666667,23.3333333333,-36.6666666667
6015,6.66666666667,-33.3333333333,26.6666666667,-13.3333333333,26.6666666667,-13.3333333333
6016,-3.33333333333,-3.33333333333,-23.3333333333,-3.33333333333,36.6666666667,-3.33333333333
6017,20.0,-40.0,0.0,20.0,0.0,0.0
6018,40.0,0.0,-40.0,0.0,0.0,0.0
6022,23.3333333333,23.3333333333,23.3333333333,-16.6666666667,-16.6666666667,-36.6666666667
6024,10.0,-10.0,-10.0,30.0,-10.0,-10.0
6025,23.3333333333,43.3333333333,-36.6666666667,-16.6666666667,-36.6666666667,23.3333333333
6028,20.0,0.0,0.0,0.0,0.0,-20.0
6030,26.6666666667,-53.3333333333,26.6666666667,-13.3333333333,26.6666666667,-13.3333333333
6032,10.0,10.0,-30.0,-10.0,-30.0,50.0
6033,13.3333333333,53.3333333333,-26.6666666667,13.3333333333,-26.6666666667,-26.6666666667
6034,20.0,40.0,20.0,-20.0,-40.0,-20.0
6035,10.0,-30.0,10.0,10.0,30.0,-30.0
6036,20.0,-20.0,-20.0,0.0,0.0,20.0
6037,6.66666666667,46.6666666667,6.66666666667,-33.3333333333,-33.3333333333,6.66666666667
6038,6.66666666667,-13.3333333333,6.66666666667,-13.3333333333,26.6666666667,-13.3333333333
6040,6.66666666667,-13.3333333333,6.66666666667,-13.3333333333,6.66666666667,6.66666666667
6041,3.33333333333,-36.6666666667,-36.6666666667,23.3333333333,3.33333333333,43.3333333333
6042,3.33333333333,43.3333333333,-16.6666666667,43.3333333333,-36.6666666667,-36.6666666667
6044,13.3333333333,13.3333333333,13.3333333333,-26.6666666667,-26.6666666667,13.3333333333
6047,20.0,20.0,-20.0,20.0,-40.0,0.0
6048,3.33333333333,-36.6666666667,3.33333333333,3.33333333333,43.3333333333,-16.6666666667
6051,16.6666666667,-23.3333333333,16.6666666667,-3.33333333333,-23.3333333333,16.6666666667
6052,3.33333333333,3.33333333333,-16.6666666667,23.3333333333,23.3333333333,-36.6666666667
6054,30.0,10.0,10.0,-30.0,30.0,-50.0
6055,3.33333333333,3.33333333333,23.3333333333,-36.6666666667,-16.6666666667,23.3333333333
6056,3.33333333333,-36.6666666667,23.3333333333,23.3333333333,3.33333333333,-16.6666666667
6057,36.6666666667,-3.33333333333,-3.33333333333,-3.33333333333,-3.33333333333,-23.3333333333
6060,3.33333333333,3.33333333333,3.33333333333,3.33333333333,-36.6666666667,23.3333333333
6062,36.6666666667,-3.33333333333,36.6666666667,-23.3333333333,-23.3333333333,-23.3333333333
6064,30.0,10.0,-30.0,-10.0,30.0,-30.0
6067,26.6666666667,-33.3333333333,-33.3333333333,26.6666666667,-13.3333333333,26.6666666667
6068,-3.33333333333,-3.33333333333,-43.3333333333,36.6666666667,-23.3333333333,36.6666666667
6071,23.3333333333,-16.6666666667,3.33333333333,-16.6666666667,3.33333333333,3.33333333333
6074,26.6666666667,-13.3333333333,6.66666666667,26.6666666667,-13.3333333333,-33.3333333333
6083,6.66666666667,-33.3333333333,26.6666666667,-33.3333333333,26.6666666667,6.66666666667
6084,-3.33333333333,-43.3333333333,36.6666666667,36.6666666667,16.6666666667,-43.3333333333
6087,13.3333333333,13.3333333333,13.3333333333,-26.6666666667,-26.6666666667,13.3333333333
6098,16.6666666667,16.6666666667,-23.3333333333,-3.33333333333,16.6666666667,-23.3333333333
6099,13.3333333333,-6.66666666667,-26.6666666667,33.3333333333,-26.6666666667,13.3333333333
6100,-13.3333333333,26.6666666667,-13.3333333333,6.66666666667,-13.3333333333,6.66666666667
6103,40.0,-20.0,20.0,0.0,0.0,-40.0
6104,-13.3333333333,26.6666666667,-13.3333333333,26.6666666667,-13.3333333333,-13.3333333333
6107,-13.3333333333,-13.3333333333,26.6666666667,-13.3333333333,26.6666666667,-13.3333333333
6108,10.0,10.0,-30.0,30.0,10.0,-30.0
6109,30.0,-10.0,-30.0,-10.0,-10.0,30.0
6111,16.6666666667,-23.3333333333,36.6666666667,-3.33333333333,16.6666666667,-43.3333333333
6113,26.6666666667,6.66666666667,-33.3333333333,46.6666666667,-13.3333333333,-33.3333333333
6116,46.6666666667,6.66666666667,6.66666666667,6.66666666667,-33.3333333333,-33.3333333333
6117,3.33333333333,-16.6666666667,-16.6666666667,23.3333333333,23.3333333333,-16.6666666667
6118,3.33333333333,3.33333333333,-16.6666666667,43.3333333333,-36.6666666667,3.33333333333
6122,33.3333333333,13.3333333333,-6.66666666667,-26.6666666667,-6.66666666667,-6.66666666667
6125,20.0,-40.0,20.0,-20.0,40.0,-20.0
6131,-6.66666666667,-26.6666666667,33.3333333333,-6.66666666667,-6.66666666667,13.3333333333
6136,-10.0,-10.0,30.0,-10.0,10.0,-10.0
6137,-13.3333333333,26.6666666667,26.6666666667,26.6666666667,-13.3333333333,-53.3333333333
6138,0.0,0.0,-40.0,0.0,40.0,0.0
6140,3.33333333333,43.3333333333,3.33333333333,-36.6666666667,-16.6666666667,3.33333333333
6141,26.6666666667,6.66666666667,-13.3333333333,-13.3333333333,6.66666666667,-13.3333333333
6143,30.0,-30.0,10.0,10.0,-50.0,30.0
6144,30.0,-10.0,30.0,10.0,-50.0,-10.0
6148,-3.33333333333,16.6666666667,-23.3333333333,16.6666666667,36.6666666667,-43.3333333333
6149,0.0,-40.0,40.0,40.0,0.0,-40.0
6150,16.6666666667,-23.3333333333,-3.33333333333,-23.3333333333,16.6666666667,16.6666666667
6153,23.3333333333,-16.6666666667,3.33333333333,-16.6666666667,23.3333333333,-16.6666666667
6155,-6.66666666667,-6.66666666667,13.3333333333,-6.66666666667,-6.66666666667,13.3333333333
6158,0.0,20.0,-20.0,0.0,20.0,-20.0
6160,-3.33333333333,36.6666666667,-3.33333333333,-3.33333333333,-23.3333333333,-3.33333333333
6163,36.6666666667,-3.33333333333,-23.3333333333,-3.33333333333,-3.33333333333,-3.33333333333
6164,16.6666666667,-3.33333333333,-3.33333333333,16.6666666667,-23.3333333333,-3.33333333333
6166,3.33333333333,3.33333333333,-16.6666666667,-16.6666666667,43.3333333333,-16.6666666667
6167,10.0,10.0,10.0,-30.0,-10.0,10.0
6170,0.0,0.0,0.0,20.0,-20.0,0.0
6171,-6.66666666667,-6.66666666667,-6.66666666667,13.3333333333,13.3333333333,-6.66666666667
6174,10.0,-50.0,-30.0,10.0,30.0,30.0
6176,0.0,-20.0,0.0,0.0,0.0,20.0
6181,0.0,20.0,0.0,-20.0,0.0,0.0
6183,0.0,0.0,40.0,0.0,-40.0,0.0
6184,16.6666666667,-23.3333333333,16.6666666667,-3.33333333333,-3.33333333333,-3.33333333333
6185,13.3333333333,-6.66666666667,-6.66666666667,13.3333333333,-6.66666666667,-6.66666666667
6187,36.6666666667,-3.33333333333,-43.3333333333,-3.33333333333,-3.33333333333,16.6666666667
6188,23.3333333333,-56.6666666667,23.3333333333,23.3333333333,-16.6666666667,3.33333333333
6189,16.6666666667,-23.3333333333,-23.3333333333,56.6666666667,-23.3333333333,-3.33333333333
6191,33.3333333333,13.3333333333,13.3333333333,13.3333333333,-26.6666666667,-46.6666666667
6192,30.0,10.0,10.0,-30.0,-30.0,10.0
6193,30.0,-30.0,30.0,30.0,-30.0,-30.0
6194,50.0,10.0,10.0,-30.0,-30.0,-10.0
6196,36.6666666667,-3.33333333333,-23.3333333333,16.6666666667,-3.33333333333,-23.3333333333
6198,-16.6666666667,-16.6666666667,23.3333333333,23.3333333333,23.3333333333,-36.6666666667
6199,3.33333333333,23.3333333333,43.3333333333,-36.6666666667,-36.6666666667,3.33333333333
6202,10.0,50.0,-30.0,30.0,-30.0,-30.0
6204,20.0,0.0,0.0,0.0,0.0,-20.0
6205,6.66666666667,-33.3333333333,46.6666666667,-33.3333333333,-13.3333333333,26.6666666667
6206,-3.33333333333,36.6666666667,-43.3333333333,-43.3333333333,16.6666666667,36.6666666667
6208,13.3333333333,-6.66666666667,13.3333333333,-6.66666666667,-6.66666666667,-6.66666666667
6209,43.3333333333,3.33333333333,-16.6666666667,3.33333333333,-36.6666666667,3.33333333333
6212,0.0,20.0,0.0,0.0,0.0,-20.0
6213,13.3333333333,-26.6666666667,-26.6666666667,13.3333333333,13.3333333333,13.3333333333
6214,20.0,-20.0,0.0,0.0,0.0,0.0
6217,23.3333333333,23.3333333333,-16.6666666667,3.33333333333,-16.6666666667,-16.6666666667
6218,36.6666666667,-3.33333333333,-3.33333333333,16.6666666667,-43.3333333333,-3.33333333333
6222,-6.66666666667,13.3333333333,-6.66666666667,-6.66666666667,-6.66666666667,13.3333333333
6225,23.3333333333,3.33333333333,3.33333333333,-16.6666666667,3.33333333333,-16.6666666667
6226,26.6666666667,26.6666666667,6.66666666667,6.66666666667,-33.3333333333,-33.3333333333
6228,0.0,0.0,20.0,0.0,0.0,-20.0
6230,36.6666666667,16.6666666667,-43.3333333333,-43.3333333333,-3.33333333333,36.6666666667
6231,0.0,0.0,-20.0,0.0,20.0,0.0
6235,13.3333333333,13.3333333333,13.3333333333,-26.6666666667,-26.6666666667,13.3333333333
6236,30.0,-30.0,10.0,-30.0,10.0,10.0
6237,23.3333333333,-36.6666666667,-16.6666666667,-36.6666666667,43.3333333333,23.3333333333
6240,-10.0,-10.0,30.0,10.0,10.0,-30.0
6243,-6.66666666667,-6.66666666667,13.3333333333,13.3333333333,-6.66666666667,-6.66666666667
6245,33.3333333333,-46.6666666667,13.3333333333,-26.6666666667,13.3333333333,13.3333333333
6248,3.33333333333,-16.6666666667,23.3333333333,3.33333333333,3.33333333333,-16.6666666667
6250,10.0,-30.0,-10.0,10.0,10.0,10.0
6251,3.33333333333,3.33333333333,23.3333333333,43.3333333333,-36.6666666667,-36.6666666667
6252,53.3333333333,13.3333333333,-26.6666666667,-26.6666666667,-6.66666666667,-6.66666666667
6253,40.0,-40.0,20.0,-20.0,0.0,0.0
6255,23.3333333333,3.33333333333,-16.6666666667,-16.6666666667,-16.6666666667,23.3333333333
6256,-3.33333333333,-3.33333333333,36.6666666667,-23.3333333333,-3.33333333333,-3.33333333333
6257,13.3333333333,13.3333333333,-26.6666666667,-46.6666666667,33.3333333333,13.3333333333
6258,6.66666666667,6.66666666667,-13.3333333333,-13.3333333333,6.66666666667,6.66666666667
6261,3.33333333333,3.33333333333,3.33333333333,-36.6666666667,3.33333333333,23.3333333333
6262,56.6666666667,-23.3333333333,-3.33333333333,-3.33333333333,-23.3333333333,-3.33333333333
6263,33.3333333333,-6.66666666667,13.3333333333,13.3333333333,-46.6666666667,-6.66666666667
6264,23.3333333333,43.3333333333,-16.6666666667,-16.6666666667,-16.6666666667,-16.6666666667
6267,50.0,-30.0,-30.0,30.0,-10.0,-10.0
6268,10.0,-30.0,-10.0,30.0,30.0,-30.0
6269,-20.0,0.0,0.0,0.0,0.0,20.0
6273,50.0,-30.0,30.0,-30.0,-30.0,10.0
6274,-3.33333333333,-23.3333333333,-3.33333333333,36.6666666667,-23.3333333333,16.6666666667
6278,33.3333333333,-26.6666666667,-26.6666666667,-6.66666666667,13.3333333333,13.3333333333
6279,26.6666666667,46.6666666667,-13.3333333333,-33.3333333333,-13.3333333333,-13.3333333333
6282,13.3333333333,-26.6666666667,-26.6666666667,13.3333333333,13.3333333333,13.3333333333
6283,0.0,0.0,0.0,-20.0,-20.0,40.0
6285,16.6666666667,16.6666666667,16.6666666667,-3.33333333333,-23.3333333333,-23.3333333333
6288,20.0,-20.0,0.0,0.0,0.0,0.0
6289,40.0,0.0,-40.0,0.0,0.0,0.0
6290,23.3333333333,-16.6666666667,-36.6666666667,23.3333333333,43.3333333333,-36.6666666667
6291,33.3333333333,-6.66666666667,-6.66666666667,-6.66666666667,33.3333333333,-46.6666666667
6292,-3.33333333333,-23.3333333333,-3.33333333333,16.6666666667,-3.33333333333,16.6666666667
6293,-6.66666666667,13.3333333333,-6.66666666667,-6.66666666667,-6.66666666667,13.3333333333
6294,30.0,-10.0,-10.0,-10.0,10.0,-10.0
6297,13.3333333333,13.3333333333,-26.6666666667,53.3333333333,-26.6666666667,-26.6666666667
6299,26.6666666667,26.6666666667,26.6666666667,-33.3333333333,-33.3333333333,-13.3333333333
6301,6.66666666667,-33.3333333333,6.66666666667,-33.3333333333,46.6666666667,6.66666666667
6309,33.3333333333,-6.66666666667,-6.66666666667,-6.66666666667,-26.6666666667,13.3333333333
6315,-3.33333333333,36.6666666667,16.6666666667,-43.3333333333,36.6666666667,-43.3333333333
6316,3.33333333333,-56.6666666667,3.33333333333,23.3333333333,23.3333333333,3.33333333333
6320,-13.3333333333,-53.3333333333,-13.3333333333,26.6666666667,26.6666666667,26.6666666667
6322,33.3333333333,-6.66666666667,13.3333333333,-26.6666666667,-26.6666666667,13.3333333333
6326,23.3333333333,23.3333333333,23.3333333333,-16.6666666667,-16.6666666667,-36.6666666667
6327,16.6666666667,-3.33333333333,-3.33333333333,16.6666666667,16.6666666667,-43.3333333333
6328,-13.3333333333,-13.3333333333,-13.3333333333,26.6666666667,26.6666666667,-13.3333333333
6329,10.0,-50.0,-10.0,-10.0,30.0,30.0
6332,16.6666666667,-23.3333333333,-23.3333333333,-3.33333333333,16.6666666667,16.6666666667
6335,43.3333333333,-16.6666666667,3.33333333333,-36.6666666667,-36.6666666667,43.3333333333
6336,20.0,-20.0,20.0,-40.0,-20.0,40.0
6340,6.66666666667,26.6666666667,-33.3333333333,6.66666666667,6.66666666667,-13.3333333333
6345,-10.0,10.0,-50.0,-10.0,30.0,30.0
6346,0.0,-20.0,0.0,0.0,20.0,0.0
6350,0.0,-20.0,20.0,0.0,0.0,0.0
6353,3.33333333333,3.33333333333,23.3333333333,3.33333333333,-36.6666666667,3.33333333333
6357,0.0,0.0,0.0,-20.0,0.0,20.0
6358,-6.66666666667,-6.66666666667,-6.66666666667,13.3333333333,13.3333333333,-6.66666666667
6359,-10.0,-10.0,30.0,-30.0,-10.0,30.0
6361,-20.0,20.0,20.0,-20.0,20.0,-20.0
6362,-10.0,-10.0,-10.0,-10.0,30.0,10.0
6365,6.66666666667,-13.3333333333,6.66666666667,6.66666666667,-13.3333333333,6.66666666667
6372,16.6666666667,-43.3333333333,36.6666666667,36.6666666667,-3.33333333333,-43.3333333333
6373,43.3333333333,-16.6666666667,23.3333333333,-16.6666666667,-16.6666666667,-16.6666666667
6377,-13.3333333333,26.6666666667,-13.3333333333,-13.3333333333,-13.3333333333,26.6666666667
6378,26.6666666667,-13.3333333333,-33.3333333333,6.66666666667,26.6666666667,-13.3333333333
6380,3.33333333333,3.33333333333,-36.6666666667,3.33333333333,23.3333333333,3.33333333333
6381,6.66666666667,6.66666666667,-13.3333333333,6.66666666667,6.66666666667,-13.3333333333
6383,40.0,-40.0,0.0,-40.0,40.0,0.0
6385,0.0,-40.0,0.0,20.0,20.0,0.0
6388,33.3333333333,-6.66666666667,-26.6666666667,-26.6666666667,33.3333333333,-6.66666666667
6390,-10.0,-10.0,10.0,-10.0,-10.0,30.0
6391,16.6666666667,-3.33333333333,36.6666666667,-43.3333333333,-43.3333333333,36.6666666667
6393,6.66666666667,6.66666666667,6.66666666667,-13.3333333333,-13.3333333333,6.66666666667
6394,40.0,0.0,0.0,0.0,-40.0,0.0
6395,6.66666666667,-33.3333333333,26.6666666667,26.6666666667,-33.3333333333,6.66666666667
6396,36.6666666667,16.6666666667,-43.3333333333,36.6666666667,-43.3333333333,-3.33333333333
6402,6.66666666667,-33.3333333333,6.66666666667,26.6666666667,-13.3333333333,6.66666666667
6403,16.6666666667,-3.33333333333,-23.3333333333,-23.3333333333,16.6666666667,16.6666666667
6405,26.6666666667,-13.3333333333,-33.3333333333,26.6666666667,-33.3333333333,26.6666666667
6407,16.6666666667,16.6666666667,16.6666666667,-3.33333333333,-23.3333333333,-23.3333333333
6409,16.6666666667,-3.33333333333,-23.3333333333,-3.33333333333,-3.33333333333,16.6666666667
6412,40.0,0.0,0.0,-40.0,40.0,-40.0
6413,-13.3333333333,26.6666666667,-13.3333333333,-13.3333333333,-13.3333333333,26.6666666667
6414,10.0,-30.0,10.0,10.0,-10.0,10.0
6415,-30.0,10.0,10.0,10.0,-10.0,10.0
6416,16.6666666667,-3.33333333333,16.6666666667,-23.3333333333,16.6666666667,-23.3333333333
6418,10.0,-10.0,-10.0,-10.0,-10.0,30.0
