inc[2] x BL5905 (ON->ON->ON),12.087719298245615,6.3928571428571432
inc[2] x BL5905 (OFF->ON->OFF),11.51271186440678,16.948051948051948
inc[2] x BL5905 (OFF->OFF->OFF),15.270935960591133,66.125,12.059322033898304
inc[2] x w1118; tub-QS; nsyb-Gal4QF (ON->ON->ON),11.305555555555555,12.463035019455253,7.6406926406926408,21.260204081632654,15.579710144927537
inc[2] x w1118; tub-QS; nsyb-Gal4QF (ON->OFF->ON),15.055147058823529
inc[2] x w1118; tub-QS; nsyb-Gal4QF (OFF->ON->OFF),29.724137931034484,19.609375,17.625,21.327868852459016,27.742138364779873
inc[2] x w1118; tub-QS; nsyb-Gal4QF (OFF->OFF->OFF),7.5,13.38150289017341,8.8705357142857135
BL5905 x BL5905 (ON->ON->ON),27.280000000000001,48.575757575757578,21.449197860962567,53.510204081632651,26.393548387096775,29.346666666666668,29.918367346938776,33.49285714285714,24.769784172661872,20.772972972972973,32.090909090909093,21.105820105820104,48.291262135922331,38.21875,84.196969696969703,56.489795918367349,34.323308270676691
BL5905 x BL5905 (ON->OFF->ON),51.612244897959187,24.393939393939394,32.067669172932334,59.430232558139537,36.418604651162788,47.235294117647058,40.015503875968989,62.162790697674417,49.431372549019606,55.305882352941175,37.884297520661157,38.735042735042732,40.891891891891895,35.458015267175576,26.373417721518987,24.442528735632184,29.280254777070063
BL5905 x BL5905 (OFF->ON->OFF),74.59375,73.770270270270274,62.30120481927711,77.388888888888886,60.468085106382979,63.72941176470588,45.368932038834949,52.957446808510639,107.3921568627451,66.417721518987335,38.46153846153846,106.18367346938776,23.955128205128204,89.07352941176471,7.3964497041420119
BL5905 x BL5905 (OFF->OFF->OFF),67.936708860759495,27.073825503355703,67.870129870129873,34.845454545454544,83.014705882352942,78.042253521126767,67.38666666666667,31.64516129032258,47.705882352941174,74.299999999999997,11.199312714776632,59.34375,48.336734693877553,95.033333333333331,48.585365853658537
w1118; tub-QS; nsyb-Gal4QF x BL5905 (ON->ON->ON),38.5,51.522727272727273,44.888888888888886
w1118; tub-QS; nsyb-Gal4QF x BL5905 (ON->OFF->ON),43.052083333333336,63.79220779220779
w1118; tub-QS; nsyb-Gal4QF x BL5905 (OFF->ON->OFF),36.522388059701491,33.223021582733814,70.297619047619051,62.764044943820224,46.175257731958766,55.784946236559136,49.180952380952384,31.264705882352942,37.144230769230766,46.289999999999999,39.175925925925924,52.090000000000003,43.322580645161288,50.030612244897959,30.037593984962406,68.136986301369859,52.779069767441861,62.319444444444443,28.727272727272727,32.534351145038165
w1118; tub-QS; nsyb-Gal4QF x BL5905 (OFF->OFF->OFF),35.016129032258064,56.688172043010752,49.888888888888886,49.057471264367813,66.743902439024396,46.684210526315788,74.246376811594203,33.496644295302012,31.330935251798561,35.915966386554622,55.929411764705883,19.795918367346939,51.311827956989248,22.880239520958085,60.385714285714286,39.0,32.469696969696969,36.909836065573771,34.5,66.026666666666671
w1118; tub-QS; nsyb-Gal4QF x w1118; VDRC 18225; UAS-dcr2 (ON->ON->ON),26.588652482269502,18.228723404255319,29.216000000000001,18.556818181818183,19.884615384615383
w1118; tub-QS; nsyb-Gal4QF x w1118; VDRC 18225; UAS-dcr2 (ON->OFF->ON),39.666666666666664,23.323741007194243
w1118; tub-QS; nsyb-Gal4QF x w1118; VDRC 18225; UAS-dcr2 (OFF->ON->OFF),18.140969162995596,58.641975308641975,22.241758241758241,35.396694214876035,33.669291338582674,36.378151260504204,65.943661971830991,54.157303370786515,54.952941176470588,38.887931034482762,38.467889908256879,32.205882352941174,46.739583333333336,61.607594936708864,46.155555555555559,45.402173913043477,33.913793103448278,38.256880733944953,34.239130434782609
w1118; tub-QS; nsyb-Gal4QF x w1118; VDRC 18225; UAS-dcr2 (OFF->OFF->OFF),29.710144927536231,59.891566265060241,62.916666666666664,54.88095238095238,25.416107382550337,29.898305084745761,44.41346153846154,42.416666666666664,32.021428571428572,62.833333333333336,41.666666666666664,58.558139534883722,51.494736842105262,68.459459459459453,21.764285714285716,41.289719626168221,27.206666666666667,71.513513513513516,47.887755102040813,126.51219512195122
empty
